AreaID|ManagedAreaName|Species|ParameterName|N_Programs|ProgramIDs|N_Data|N_Years|EarliestYear|LatestYear|SufficientData|LME_Intercept|LME_Slope|p|Model_Failed
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|1|3013|17263|24|1998|2021|TRUE|0.043526443650189|0.0159281286542763|0.0322007289009593|FALSE
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|3013|5742|24|1998|2021|TRUE|16.5157833728609|-0.622906156750438|0.0414840594091169|FALSE
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|3013|5741|24|1998|2021|TRUE|30.8296622963258|-1.00283605987509|0.00153325811223974|FALSE
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|3013|6272|28|1994|2021|TRUE|54.1340138201111|-1.85628360965676|7.83610640858111e-17|FALSE
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|3013|0|0|||FALSE||||FALSE
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|3013|5742|24|1998|2021|TRUE|5.82254596827292|-0.204904906722369|0.0155965635733481|FALSE
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|3013|5754|24|1998|2021|TRUE|0.141274527058031|-0.00582102986757544|0.125030210240109|FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|3013|0|0|||FALSE||||FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|3|3013, 3017, 10001|14130|25|1997|2021|TRUE|1.73447851157443|-0.0255723758770854|0.135136703359534|FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|3|3013, 3017, 10001|4707|25|1997|2021|TRUE|17.8738670424485|-0.668190664732066|8.48729250763591e-05|FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|3|3013, 3017, 10001|4701|25|1997|2021|TRUE|10.4870497774311|-0.311432152584463|9.31957952501507e-05|FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|3013|5249|28|1994|2021|TRUE|33.9353645263599|-0.998946898023149|1.03382757480383e-10|FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|3|3013, 3017, 10001|0|0|||FALSE||||FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|3|3013, 3017, 10001|4710|25|1997|2021|TRUE|3.06079623092937|-0.0671155530001678|0.067180782851336|FALSE
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|3013|4714|25|1997|2021|TRUE||||TRUE
25|Lemon Bay Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|570|60|13|1999|2021|TRUE|-3.60203892388315|0.590486015180469|0.176987718427695|FALSE
25|Lemon Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|570|92|22|1999|2021|TRUE|19.8855763148246|-0.315022313229259|0.490653493489593|FALSE
25|Lemon Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|570|145|22|1998|2021|TRUE|29.0042375636838|-0.371108967743331|0.519968101660326|FALSE
25|Lemon Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|570|524|23|1998|2021|TRUE|28.2846303440561|-0.0441328834744253|0.873913638472795|FALSE
25|Lemon Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|570|709|19|1998|2021|TRUE|34.9600623501327|-0.123995155882561|0.729703016242457|FALSE
25|Lemon Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|570|282|21|1998|2021|TRUE|41.5065632852709|-0.946481358895175|0.0419957697983143|FALSE
26|Lignumvitae Key Aquatic Preserve|||||||||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|3013|0|0|||FALSE||||FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|3|3013, 3017, 10001|2040|22|1999|2021|TRUE|1.60291590095267|-0.0308569279086261|0.0663898617606058|FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|3|3013, 3017, 10001|681|22|1999|2021|TRUE|2.48078234310924|-0.0728380318238323|0.375238158751834|FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|3|3013, 3017, 10001|674|22|1999|2021|TRUE|19.4907656670594|-0.524182598947029|5.44412781687411e-05|FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|3013|688|22|1999|2021|TRUE|26.6311829818292|-0.712678255407049|4.44249254646246e-09|FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|3|3013, 3017, 10001|0|0|||FALSE||||FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|3|3013, 3017, 10001|681|22|1999|2021|TRUE|0.115939905523771|-0.0057223188801455|0.300202603820873|FALSE
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|3013|681|22|1999|2021|TRUE||||TRUE
28|Matlacha Pass Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|570|1|1|2021|2021|FALSE||||FALSE
28|Matlacha Pass Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|570|176|22|2000|2021|TRUE|7.89310255847152|0.214191741031113|0.426080396812177|FALSE
28|Matlacha Pass Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|570|2|1|2007|2007|FALSE||||FALSE
28|Matlacha Pass Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|570|544|22|2000|2021|TRUE|16.9087481998622|0.26510955798501|0.651399076754769|FALSE
28|Matlacha Pass Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|570|15|9|2010|2021|TRUE|-2.30346027449498|0.337769245359432|0.466239276047693|FALSE
28|Matlacha Pass Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|570|613|18|2004|2021|TRUE|22.2100529135699|0.191232883261964|0.716880608693854|FALSE
28|Matlacha Pass Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|570|150|22|2000|2021|TRUE|23.7653822113968|-0.279557157796965|0.541899552450684|FALSE
28|Matlacha Pass Aquatic Preserve|Unidentified Halophila|Median percent cover (from BB scores)|1|570|4|4|2007|2014|FALSE||||FALSE
28|Matlacha Pass Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|570|2|2|2006|2018|FALSE||||FALSE
29|Mosquito Lagoon Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|3013|0|0|||FALSE||||FALSE
29|Mosquito Lagoon Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|1|3013|1650|13|2009|2021|TRUE|-0.015574778408539|0.000836462539025881|0.334462454060463|FALSE
29|Mosquito Lagoon Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|3013|550|13|2009|2021|TRUE||||TRUE
29|Mosquito Lagoon Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|3013|550|13|2009|2021|TRUE|33.7965424073868|-1.33370952383945|0.00725668318059139|FALSE
29|Mosquito Lagoon Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|3013|550|13|2009|2021|TRUE|33.7491250448219|-1.33116657291016|0.00709460199345326|FALSE
29|Mosquito Lagoon Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|3013|0|0|||FALSE||||FALSE
29|Mosquito Lagoon Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|3013|550|13|2009|2021|TRUE||||TRUE
29|Mosquito Lagoon Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|3013|550|13|2009|2021|TRUE||||TRUE
30|Nassau River-St. Johns River Marshes Aquatic Preserve|||||||||||||
48|Nature Coast Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|560|687|25|1997|2021|TRUE|27.6885988086527|-0.299447752416931|0.0586688261872825|FALSE
48|Nature Coast Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|560|1001|25|1997|2021|TRUE|19.407330704252|-0.0504301777550214|0.789211717670986|FALSE
48|Nature Coast Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|560|367|25|1997|2021|TRUE|3.67965049265165|0.469186578944995|3.61499665190851e-06|FALSE
48|Nature Coast Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|560|122|22|1997|2021|TRUE|7.38465689749503|0.140457357892331|0.572745841721655|FALSE
48|Nature Coast Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|560|1259|25|1997|2021|TRUE|49.1931028346905|0.17391803646003|0.408147951374908|FALSE
48|Nature Coast Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|560|14|7|1997|2021|TRUE|13.3773836634067|-0.0512913409730121|0.890754784644871|FALSE
31|North Fork St. Lucie Aquatic Preserve|||||||||||||
33|Pellicer Creek Aquatic Preserve|||||||||||||
34|Pine Island Sound Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|570|17|11|2002|2020|TRUE|19.083040637067|-0.607752131586184|0.171666506485074|FALSE
34|Pine Island Sound Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|570|217|20|2000|2021|TRUE|9.35292029091022|0.156802382045231|0.490490842862762|FALSE
34|Pine Island Sound Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|2|570, 3015|272|22|2000|2021|TRUE|13.1190977980406|0.883504263918001|0.0426666565859438|FALSE
34|Pine Island Sound Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|570|4|2|2006|2018|FALSE||||FALSE
34|Pine Island Sound Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|570, 3015|600|22|2000|2021|TRUE|7.77301956140156|0.933889589477121|0.0584266255632107|FALSE
34|Pine Island Sound Aquatic Preserve|Star grass|Median percent cover (from BB scores)|2|570, 3015|3|3|2006|2018|FALSE||||FALSE
34|Pine Island Sound Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|570|1130|20|1998|2021|TRUE|13.3317646812121|0.641626169094714|0.0976754060266573|FALSE
34|Pine Island Sound Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|570, 3015|642|23|1998|2021|TRUE|9.30733681891952|0.0754276157472196|0.595796219301345|FALSE
34|Pine Island Sound Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|3015|0|0|||FALSE||||FALSE
35|Pinellas County Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|564|430|4|2013|2017|FALSE||||FALSE
35|Pinellas County Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|2|564, 565|634|10|2012|2021|TRUE|-78.3718576720733|4.16242103923771|3.18825414180132e-07|FALSE
