AreaID|ManagedAreaName|Species|ParameterName|N_Programs|Programs|ProgramIDs|N_Data|N_Years|EarliestYear|LatestYear|SufficientData|LME_Intercept|LME_Slope|p|TrendText|TrendIcon
9|Cape Haze Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|318|27|1998|2025|TRUE|25.4908878025848|0.161060115764253|0.616556500169603|No detectable trend|0
9|Cape Haze Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|701|23|1998|2025|TRUE|32.7201300323958|-0.483596161589513|0.206201685323354|No detectable trend|0
11|Cockroach Bay Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|1|1|2021|2021|FALSE||||Insufficient data|2
11|Cockroach Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|82|1|2021|2021|FALSE||||Insufficient data|2
11|Cockroach Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|608|18|2000|2025|TRUE|20.6852555147252|0.416179639720273|0.0518948289563447|No detectable trend|0
11|Cockroach Bay Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|406|18|2000|2025|TRUE||||Model did not fit the available data|3
11|Cockroach Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|430|18|2000|2025|TRUE|39.6603299141651|0.574146466107835|0.019774410151489|Increasing trend|1
11|Cockroach Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|508|18|2000|2025|TRUE|17.8673686086597|0.0496471849201271|0.801693364075803|No detectable trend|0
11|Cockroach Bay Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|1|Tampa Bay Seagrass Monitoring|565|8|3|2021|2023|FALSE||||Insufficient data|2
14|Estero Bay Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|21|15|2002|2024|TRUE|8.13469688040933|-0.201984410597739|0.386181038725073|No detectable trend|0
14|Estero Bay Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|517|24|2002|2025|TRUE|21.4156855594513|-0.361722016273873|0.234498528961476|No detectable trend|0
14|Estero Bay Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|2|Estero Bay Seagrass Monitoring, SCCF Seagrass Surveys|571, 3015|889|24|2002|2025|TRUE|36.996513155134|-0.824863486637636|0.00116053800398161|Decreasing trend|-1
14|Estero Bay Aquatic Preserve|Paddle grass|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|20|9|2002|2023|TRUE|18.8993364938145|-0.0551537988426763|0.922197384115008|No detectable trend|0
14|Estero Bay Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|16|12|2002|2025|TRUE||||Model did not fit the available data|3
14|Estero Bay Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|129|24|2002|2025|TRUE||||Model did not fit the available data|3
14|Estero Bay Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|15|13|2003|2021|TRUE|26.9390608632158|-0.972108403399248|0.35175555436338|No detectable trend|0
14|Estero Bay Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|2|Estero Bay Seagrass Monitoring, SCCF Seagrass Surveys|571, 3015|303|24|2002|2025|TRUE|22.4790989565816|-0.480995864980439|0.00838844275608131|Decreasing trend|-1
14|Estero Bay Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|938|20|2006|2025|TRUE|46.3746586984609|-1.2011568048155|0.027937436252115|Decreasing trend|-1
14|Estero Bay Aquatic Preserve|Halophila, unk.|Median percent cover (from BB scores)|1|Estero Bay Seagrass Monitoring|571|8|5|2003|2015|TRUE||||Model did not fit the available data|3
15|Florida Keys National Marine Sanctuary|Attached algae|Median percent cover (from BB scores)|2|Miami-Dade County DERM Benthic Habitat Monitoring Program, The South Florida Fisheries Habitat Assessment Program (FHAP)|4018, 4049|9660|18|2008|2025|TRUE|0.0741837766836102|-0.00244902200902416|0.196740439744983|No detectable trend|0
15|Florida Keys National Marine Sanctuary|Drift algae|Median percent cover (from BB scores)|3|Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|965, 4018, 4049|18037|27|1999|2025|TRUE|8.74319661151512|-0.207777401643563|7.85997368146697e-05|Decreasing trend|-1
15|Florida Keys National Marine Sanctuary|Shoal grass|Median percent cover (from BB scores)|5|Florida Keys Aquatic Preserves Seagrass Monitoring, Florida Keys National Marine Sanctuary Seagrass Monitoring Project, Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|296, 965, 4018, 4049, 10007|19551|30|1996|2025|TRUE|6.65891163497827|-0.244004441404777|0.000291237382101617|Decreasing trend|-1
15|Florida Keys National Marine Sanctuary|Halophila spp.|Median percent cover (from BB scores)|4|Florida Keys Aquatic Preserves Seagrass Monitoring, Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|965, 4018, 4049, 10007|47846|21|2005|2025|TRUE|0.0693823921383015|-0.00186619890112549|0.413509828720947|No detectable trend|0
15|Florida Keys National Marine Sanctuary|Widgeon grass|Median percent cover (from BB scores)|3|Florida Keys Aquatic Preserves Seagrass Monitoring, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|965, 4049, 10007|17558|20|2005|2025|TRUE|-0.0286082793374007|0.00220478953462989|0.127181663601449|No detectable trend|0
15|Florida Keys National Marine Sanctuary|Manatee grass|Median percent cover (from BB scores)|5|Florida Keys Aquatic Preserves Seagrass Monitoring, Florida Keys National Marine Sanctuary Seagrass Monitoring Project, Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|296, 965, 4018, 4049, 10007|19436|30|1996|2025|TRUE|4.94124901518653|-0.107990989122168|0.0175009117538121|Decreasing trend|-1
15|Florida Keys National Marine Sanctuary|Turtle grass|Median percent cover (from BB scores)|5|Florida Keys Aquatic Preserves Seagrass Monitoring, Florida Keys National Marine Sanctuary Seagrass Monitoring Project, Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|296, 965, 4018, 4049, 10007|19879|30|1996|2025|TRUE|42.2873600414155|-1.38206160513919|5.07076319972249e-28|Decreasing trend|-1
15|Florida Keys National Marine Sanctuary|Total SAV|Median percent cover (from BB scores)|3|Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|965, 4018, 4049|16804|27|1999|2025|TRUE|31.2796444958821|0.237683341872276|0.116611779914993|No detectable trend|0
15|Florida Keys National Marine Sanctuary|Total seagrass|Median percent cover (from BB scores)|4|Florida Keys Aquatic Preserves Seagrass Monitoring, Miami-Dade County DERM Benthic Habitat Monitoring Program, South Florida Seagrass Fish and Invertebrate Assessment Network, The South Florida Fisheries Habitat Assessment Program (FHAP)|965, 4018, 4049, 10007|16627|21|2005|2025|TRUE|15.7746956927541|0.276558367676138|0.00103336506865519|Increasing trend|1
17|Fort Pickens State Park Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|1280|10|2016|2025|TRUE|57.5789041487846|-0.376754267119497|0.295357550046998|No detectable trend|0
17|Fort Pickens State Park Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|166|10|2016|2025|TRUE||||Model did not fit the available data|3
17|Fort Pickens State Park Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|4|2|2021|2022|FALSE||||Insufficient data|2
17|Fort Pickens State Park Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|3|2|2022|2024|FALSE||||Insufficient data|2
17|Fort Pickens State Park Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|799|10|2016|2025|TRUE|24.5642570677399|0.873658287449462|0.141337588145644|No detectable trend|0
17|Fort Pickens State Park Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|1577|10|2016|2025|TRUE|76.7899395102377|-0.628213301823383|0.219850278351554|No detectable trend|0
17|Fort Pickens State Park Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Northwest Florida Aquatic Preserve Seagrass Survey|4065|1584|10|2016|2025|TRUE|69.8553876166734|-0.40642608406873|0.446153341245982|No detectable trend|0
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Attached algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|29|10|2007|2025|TRUE|-8.3194367666774|0.681041549846033|0.255705867518806|No detectable trend|0
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Drift algae|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|859|26|1999|2025|TRUE|9.88068854603729|0.282668148925188|0.280879242064466|No detectable trend|0
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|2409|28|1998|2025|TRUE|21.5876969604618|-0.183223109209443|0.00579894923566995|Decreasing trend|-1
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Star grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|2|2|2011|2014|FALSE||||Insufficient data|2
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|No grass in quadrat|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|748|28|1998|2025|TRUE||||Model did not fit the available data|3
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|41|11|1998|2025|TRUE|4.53832730527662|-0.0542305884642309|0.696062433530853|No detectable trend|0
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|254|28|1998|2025|TRUE|47.0253988464966|-0.278061434214652|0.556998256850247|No detectable trend|0
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|1121|28|1998|2025|TRUE|33.5137756265788|-0.290102881821012|0.0247650062813919|Decreasing trend|-1
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Total seagrass|Median percent cover (from BB scores)|1|Charlotte Harbor Seagrass Monitoring|570|3558|24|1998|2025|TRUE|26.7798484820617|-0.297675692961475|0.000109535123584571|Decreasing trend|-1
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|16571|29|1997|2025|TRUE|31.1207216489607|-1.17409544909016|2.65052921405449e-16|Decreasing trend|-1
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|49792|29|1997|2025|TRUE|0.486526056048515|-0.00182694608070505|0.790980253872526|No detectable trend|0
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Widgeon grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|16606|29|1997|2025|TRUE|0.236691155504886|-0.0108992147917577|0.101584457182029|No detectable trend|0
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Manatee grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|16588|29|1997|2025|TRUE|5.51511737333431|-0.226783227474991|0.00433585695110403|Decreasing trend|-1
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Turtle grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|16607|29|1997|2025|TRUE|1.7335402414207|-0.0663118425822937|0.098288719627162|No detectable trend|0
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Total SAV|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|17779|32|1994|2025|TRUE|39.5068520511929|-1.47099758677923|2.27816605151645e-22|Decreasing trend|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shoal grass|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|6463|28|1998|2025|TRUE|27.8792723214935|-0.781423231347289|0.000692330268165886|Decreasing trend|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Halophila spp.|Median percent cover (from BB scores)|1|Indian River Lagoon fixed seagrass transects (SJRWMD)|3013|19432|28|1998|2025|TRUE|0.122749953599383|0.0100819713712992|0.0940962644154574|No detectable trend|0
