AreaID|ManagedAreaName|Year|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|2017|7|Density_m2|Live Oyster Shells||Restored|60|0|120|18|30.3333333333333|34.1108197292131|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|11|Density_m2|Live Oyster Shells||Restored|45|4|1380|224|356.711111111111|341.401697699234|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2017|12|Density_m2|Live Oyster Shells||Restored|45|0|136|8|19.7333333333333|31.8679091934761|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|2|Density_m2|Live Oyster Shells||Restored|45|0|40|0|3.55555555555556|7.14637719902239|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|3|Density_m2|Live Oyster Shells||Restored|210|0|800|28|86.9904761904762|138.382625733996|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|4|Density_m2|Live Oyster Shells||Restored|75|0|24|0|2.98666666666667|5.34611082011034|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2018|6|Density_m2|Live Oyster Shells||Restored|140|0|800|134|171.485714285714|182.265735550051|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2019|6|Density_m2|Live Oyster Shells||Restored|55|0|688|248|263.781818181818|181.165638442251|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2019|7|Density_m2|Live Oyster Shells||Restored|105|0|556|12|68.8|134.400549449426|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2019|9|Density_m2|Live Oyster Shells||Restored|75|0|24|0|0.96|3.34276144139154|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2019|10|Density_m2|Live Oyster Shells||Restored|120|0|148|6|17.7666666666667|29.0940905759671|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2019|11|Density_m2|Live Oyster Shells||Restored|165|0|160|16|28.5090909090909|35.2971045212373|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2019|12|Density_m2|Live Oyster Shells||Restored|60|0|52|8|10.1333333333333|10.2700265981975|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2020|12|Density_m2|Live Oyster Shells||Restored|45|0|368|164|156.533333333333|106.151178642881|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2021|1|Density_m2|Live Oyster Shells||Restored|45|292|1144|540|580.355555555556|188.218098293582|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2021|4|Density_m2|Live Oyster Shells||Restored|60|0|324|56|71|68.8525814047788|RESTORE Oyster Cultch Recovery|5007
2|Apalachicola Bay Aquatic Preserve|2021|7|Density_m2|Live Oyster Shells||Restored|105|0|48|4|7.42857142857143|8.45674189723699|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2021|9|Density_m2|Live Oyster Shells||Restored|210|0|200|20|30.152380952381|35.0749794142037|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2021|12|Density_m2|Live Oyster Shells||Restored|105|0|292|48|54.6285714285714|50.9172135663632|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|5|Density_m2|Live Oyster Shells||Restored|45|0|84|12|18.7555555555556|18.6610381124509|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|6|Density_m2|Live Oyster Shells||Restored|60|0|12|0|1.53333333333333|2.86099820595247|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|7|Density_m2|Live Oyster Shells||Restored|105|0|92|0|5.14285714285714|13.2863641575667|NRDA Oyster Cultch Recovery Project|4044
2|Apalachicola Bay Aquatic Preserve|2023|8|Density_m2|Live Oyster Shells||Restored|210|0|84|0|5.21904761904762|13.7968729224384|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2010|10|Density_m2|Live Oyster Shells||Natural|45|0|772|4|59.7777777777778|135.136107968106|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2011|11|Density_m2|Live Oyster Shells||Natural|36|0|41|2|9.63888888888889|13.6573429287331|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2012|8|Density_m2|Live Oyster Shells||Natural|37|0|147|1|17|34.9555273009704|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2013|8|Density_m2|Live Oyster Shells||Natural|36|0|290|1|16.5277777777778|50.0716550048092|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2014|8|Density_m2|Live Oyster Shells||Natural|40|0|99|2.5|20.375|31.714825053989|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2016|6|Density_m2|Live Oyster Shells||Restored|5|8|52|24|28|16|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2016|11|Density_m2|Live Oyster Shells||Natural|161|0|2670|0|215.217391304348|490.363496495867|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|5063
3|Apalachicola National Estuarine Research Reserve|2017|4|Density_m2|Live Oyster Shells||Restored|120|0|700|92|137.733333333333|160.253356830209|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|5|Density_m2|Live Oyster Shells||Restored|60|0|328|8|47.6|70.9058100461809|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|6|Density_m2|Live Oyster Shells||Restored|175|0|800|8|48.9828571428572|95.0887954218494|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|7|Density_m2|Live Oyster Shells||Restored|60|0|120|18|30.3333333333333|34.1108197292131|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|11|Density_m2|Live Oyster Shells||Restored|45|4|1380|224|356.711111111111|341.401697699234|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2017|12|Density_m2|Live Oyster Shells||Restored|45|0|136|8|19.7333333333333|31.8679091934761|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2018|2|Density_m2|Live Oyster Shells||Restored|45|0|40|0|3.55555555555556|7.14637719902239|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2018|3|Density_m2|Live Oyster Shells||Restored|210|0|800|28|86.9904761904762|138.382625733996|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2018|4|Density_m2|Live Oyster Shells||Restored|75|0|24|0|2.98666666666667|5.34611082011034|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2018|6|Density_m2|Live Oyster Shells||Restored|140|0|800|134|171.485714285714|182.265735550051|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2018|8|Density_m2|Live Oyster Shells||Restored|165|32|728|176|223.030303030303|150.615745307932|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2018|9|Density_m2|Live Oyster Shells||Restored|75|52|516|228|245.813333333333|103.383397346222|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2019|6|Density_m2|Live Oyster Shells||Restored|100|0|688|212|229.6|175.059932017523|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2019|7|Density_m2|Live Oyster Shells||Restored|165|0|556|44|111.151515151515|139.343259529655|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2019|8|Density_m2|Live Oyster Shells||Restored|135|80|800|308|331.614814814815|147.060246826917|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2019|9|Density_m2|Live Oyster Shells||Restored|75|0|24|0|0.96|3.34276144139154|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2019|10|Density_m2|Live Oyster Shells||Restored|120|0|148|6|17.7666666666667|29.0940905759671|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2019|11|Density_m2|Live Oyster Shells||Restored|165|0|160|16|28.5090909090909|35.2971045212373|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2019|12|Density_m2|Live Oyster Shells||Natural|12|0|3552|96|716|1105.48779854292|Apalachicola Bay Intertidal Oyster Sampling|5075
3|Apalachicola National Estuarine Research Reserve|2019|12|Density_m2|Live Oyster Shells||Restored|60|0|52|8|10.1333333333333|10.2700265981975|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2020|12|Density_m2|Live Oyster Shells||Restored|45|0|368|164|156.533333333333|106.151178642881|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2021|1|Density_m2|Live Oyster Shells||Restored|45|292|1144|540|580.355555555556|188.218098293582|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2021|4|Density_m2|Live Oyster Shells||Restored|135|0|400|128|141.125925925926|105.071008656735|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2021|6|Density_m2|Live Oyster Shells||Restored|165|0|548|180|195.660606060606|120.781525045486|RESTORE Oyster Cultch Recovery|5007
3|Apalachicola National Estuarine Research Reserve|2021|7|Density_m2|Live Oyster Shells||Restored|105|0|48|4|7.42857142857143|8.45674189723699|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2021|9|Density_m2|Live Oyster Shells||Restored|210|0|200|20|30.152380952381|35.0749794142037|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2021|12|Density_m2|Live Oyster Shells||Restored|105|0|292|48|54.6285714285714|50.9172135663632|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2023|5|Density_m2|Live Oyster Shells||Restored|45|0|84|12|18.7555555555556|18.6610381124509|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2023|6|Density_m2|Live Oyster Shells||Restored|60|0|12|0|1.53333333333333|2.86099820595247|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2023|7|Density_m2|Live Oyster Shells||Restored|105|0|92|0|5.14285714285714|13.2863641575667|NRDA Oyster Cultch Recovery Project|4044
3|Apalachicola National Estuarine Research Reserve|2023|8|Density_m2|Live Oyster Shells||Restored|210|0|84|0|5.21904761904762|13.7968729224384|NRDA Oyster Cultch Recovery Project|4044
8|Boca Ciega Bay Aquatic Preserve|2017|12|Density_m2|Live Oyster Shells||Natural|15|32|1728|592|662.4|418.838666519017|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2018|12|Density_m2|Live Oyster Shells||Natural|15|0|2432|848|835.2|589.405899432398|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
14|Estero Bay Aquatic Preserve|2014|6|Density_m2|Live Oyster Shells||Natural|3|0|684|0|228|394.907584125704|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2014|11|Density_m2|Live Oyster Shells||Natural|6|0|1062|445.5|439.5|410.005731667254|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2015|1|Density_m2|Live Oyster Shells||Natural|4|333|945|706.5|672.75|260.469288016841|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2015|3|Density_m2|Live Oyster Shells||Natural|6|464|2288|1208|1330.66666666667|654.430643129329|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|2|Density_m2|Live Oyster Shells||Natural|9|0|1744|208|551.111111111111|623.081945743183|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|3|Density_m2|Live Oyster Shells||Natural|4|16|720|472|420|313.908691607395|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|4|Density_m2|Live Oyster Shells||Natural|8|16|672|520|400|267.731208490904|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|6|Density_m2|Live Oyster Shells||Natural|8|976|1216|1048|1066|80.1997506230537|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2017|10|Density_m2|Live Oyster Shells||Natural|5|16|1472|464|582.4|611.003109648388|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|1|Density_m2|Live Oyster Shells||Natural|35|0|5152|416|744.228571428571|1003.26335425111|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|2|Density_m2|Live Oyster Shells||Natural|5|144|3248|864|1184|1199.35982924225|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|6|Density_m2|Live Oyster Shells||Natural|5|80|1248|272|480|472.338861412016|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2019|1|Density_m2|Live Oyster Shells||Natural|25|0|1936|336|468.48|507.30177738042|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2019|2|Density_m2|Live Oyster Shells||Natural|15|0|6768|384|1062.4|1705.47005669572|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|1|Density_m2|Live Oyster Shells||Natural|40|32|4896|624|881.6|878.045755480857|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|3|Density_m2|Live Oyster Shells||Restored|30|0|1920|176|413.733333333333|517.236885191204|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|2021|1|Density_m2|Live Oyster Shells||Natural|40|16|3984|600|784.8|902.467136982468|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2022|1|Density_m2|Live Oyster Shells||Natural|35|0|3904|544|641.828571428571|713.653297176878|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2022|2|Density_m2|Live Oyster Shells||Natural|5|32|1616|176|464|652.96860567718|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2023|1|Density_m2|Live Oyster Shells||Natural|30|48|4832|752|1098.13333333333|1150.73864534266|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2023|2|Density_m2|Live Oyster Shells||Natural|10|16|1024|136|236.8|305.80051595044|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2024|1|Density_m2|Live Oyster Shells||Natural|40|16|5120|352|647.6|908.253121840676|Estero Bay Oyster Monitoring|4042
19|Guana River Marsh Aquatic Preserve|2014|5|Density_m2|Live Oyster Shells||Natural|4|784|1056|888|904|121.501714665542|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2014|6|Density_m2|Live Oyster Shells||Natural|4|1328|4192|2336|2548|1380.72831022858|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2014|10|Density_m2|Live Oyster Shells||Natural|12|304|3088|1384|1441.33333333333|891.115473930729|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|1|Density_m2|Live Oyster Shells||Natural|21|560|4976|1376|1650.28571428571|1075.82940761336|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|2|Density_m2|Live Oyster Shells||Natural|14|208|3168|1256|1515.42857142857|924.778036926925|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|6|Density_m2|Live Oyster Shells||Natural|18|112|2704|1240|1200|688.142256154846|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|7|Density_m2|Live Oyster Shells||Natural|24|320|2848|768|952.666666666667|640.885980951144|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|8|Density_m2|Live Oyster Shells||Natural|3|64|272|80|138.666666666667|115.746850209124|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|9|Density_m2|Live Oyster Shells||Natural|3|480|1136|896|837.333333333333|331.911634826701|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|12|Density_m2|Live Oyster Shells||Natural|9|800|4352|2000|1941.33333333333|1124.13522318269|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2016|1|Density_m2|Live Oyster Shells||Natural|3|800|2080|864|1248|721.243370853417|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2016|2|Density_m2|Live Oyster Shells||Natural|15|432|2720|1152|1339.73333333333|724.265881197414|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2016|7|Density_m2|Live Oyster Shells||Natural|66|0|3200|720|881.69696969697|741.863619432056|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|2016|8|Density_m2|Live Oyster Shells||Natural|30|48|5600|920|1228.26666666667|1031.35876006074|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2016|9|Density_m2|Live Oyster Shells||Natural|24|368|6848|2152|2527.33333333333|1835.69995338034|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2018|8|Density_m2|Live Oyster Shells||Natural|9|256|3168|1312|1573.33333333333|1089.55770843035|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2018|9|Density_m2|Live Oyster Shells||Natural|9|960|2224|1376|1459.55555555556|379.201500231444|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2018|10|Density_m2|Live Oyster Shells||Natural|9|416|2688|1120|1436.44444444444|777.350485802754|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2020|2|Density_m2|Live Oyster Shells||Natural|9|480|2704|1840|1761.77777777778|823.123590018197|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2022|1|Density_m2|Live Oyster Shells||Natural|24|64|1408|592|680|444.207550392929|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2022|2|Density_m2|Live Oyster Shells||Natural|60|32|1792|672|707.2|404.726515739175|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2022|3|Density_m2|Live Oyster Shells||Natural|60|48|2336|648|732.533333333333|508.394864109687|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2024|12|Density_m2|Live Oyster Shells||Natural|6|528|1568|944|984|387.550254805748|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2025|1|Density_m2|Live Oyster Shells||Natural|24|144|1696|912|843.333333333333|351.667168074373|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2025|2|Density_m2|Live Oyster Shells||Natural|18|256|1504|560|764.444444444445|435.058646786604|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2025|3|Density_m2|Live Oyster Shells||Natural|18|0|1184|528|512|456.259987803652|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|5|Density_m2|Live Oyster Shells||Natural|12|464|3440|1408|1626.66666666667|959.353317541972|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|6|Density_m2|Live Oyster Shells||Natural|12|368|4192|872|1361.33333333333|1202.7112805002|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|7|Density_m2|Live Oyster Shells||Natural|16|448|2256|1232|1226|501.998140766809|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|10|Density_m2|Live Oyster Shells||Natural|12|304|3088|1384|1441.33333333333|891.115473930729|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|1|Density_m2|Live Oyster Shells||Natural|68|112|4976|1280|1384.47058823529|963.486090653742|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|2|Density_m2|Live Oyster Shells||Natural|17|208|3168|1168|1484.23529411765|881.118006385337|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|6|Density_m2|Live Oyster Shells||Natural|60|112|4944|1280|1418.93333333333|889.928541535526|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|7|Density_m2|Live Oyster Shells||Natural|51|160|3104|848|910.745098039216|603.154104458794|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|8|Density_m2|Live Oyster Shells||Natural|18|64|11104|888|1694.22222222222|2918.35319306576|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|9|Density_m2|Live Oyster Shells||Natural|3|480|1136|896|837.333333333333|331.911634826701|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|12|Density_m2|Live Oyster Shells||Natural|30|576|9136|1552|2554.13333333333|2253.38457671448|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|1|Density_m2|Live Oyster Shells||Natural|18|336|8448|832|1947.55555555556|2136.39251246588|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|2|Density_m2|Live Oyster Shells||Natural|36|432|3600|1448|1445.77777777778|704.074310652388|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|3|Density_m2|Live Oyster Shells||Natural|24|752|4432|1640|1903.33333333333|923.099253538891|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|6|Density_m2|Live Oyster Shells||Natural|35|0|3088|832|965.942857142857|805.945770429965|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|7|Density_m2|Live Oyster Shells||Natural|129|0|4896|976|1169.11627906977|981.552211645436|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|8|Density_m2|Live Oyster Shells||Natural|102|48|7152|1136|1454.11764705882|1263.34770810204|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|9|Density_m2|Live Oyster Shells||Natural|24|368|6848|2152|2527.33333333333|1835.69995338034|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|12|Density_m2|Live Oyster Shells||Natural|9|464|1552|896|933.333333333333|399.199198395989|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|8|Density_m2|Live Oyster Shells||Natural|9|256|3168|1312|1573.33333333333|1089.55770843035|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|9|Density_m2|Live Oyster Shells||Natural|24|384|7440|1576|1814.66666666667|1408.83703709884|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|10|Density_m2|Live Oyster Shells||Natural|9|416|2688|1120|1436.44444444444|777.350485802754|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|1|Density_m2|Live Oyster Shells||Natural|3|1712|2864|2240|2272|576.666281310083|Guana Tolomato Matanzas NERR Oyster monitoring|4000
