AreaID,ManagedAreaName,ParameterName,SizeClass,HabitatType,ShellType,N_Years,SufficientData,EarliestLiveDate,LatestLiveDate,LastSampleDate,N_Data,Min,Max,Median,Mean,StandardDeviation,Programs,ProgramIDs,Intercept,ModelEstimate,StandardError,LowerConfidence,UpperConfidence,TrendIcon,TrendText
8,Boca Ciega Bay Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,9,75,85,80,80.3333333333333,3,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
8,Boca Ciega Bay Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,2,FALSE,2017,2018,2018-12-31T00:00:00Z,701,25,74,39,39.981455064194,11.0606612380373,Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data,4020,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Density,,Natural,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,5,528,3216,1120,1369.6,1068.32803950846,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Density,,Restored,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,5,640,3104,960,1289.6,1025.72354950055,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Percent Live,,Natural,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,5,82.60869565,97.05882353,89.74358974,89.941857904,5.12101941749298,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Percent Live,,Restored,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,5,80,97.87234043,88.99082569,88.790072926,7.99120015849041,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Shell Height,"",Natural,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,95,9.456,24.983,19.227,18.8365578947368,3.97421056182201,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Shell Height,"",Restored,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,83,9.519,24.956,19.823,19.6117710843374,3.61442802655603,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,17,75.195,96.044,77.484,80.0617058823529,6.30925441083083,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Shell Height,>75mm,Restored,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,44,75.072,128.66,83.7305,87.5408636363637,11.8177380112229,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,316,25.133,73.591,44.002,44.051746835443,11.7302070623745,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
9,Cape Haze Aquatic Preserve,Shell Height,25-75mm,Restored,Live Oysters,1,FALSE,2024,2024,2024-04-10T00:00:00Z,276,25.022,74.929,50.4535,49.8797391304348,14.3153336840057,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
14,Estero Bay Aquatic Preserve,Density,,Natural,Live Oysters,13,TRUE,2014,2026,2026-02-03T00:00:00Z,424,0,7680,480,757.61320754717,1017.4724496198,Estero Bay Oyster Monitoring,4042,745.666947437516,4.28018706328471,15.7274075529021,-28.3960820484657,35.004838665066,0,No detectable trend
14,Estero Bay Aquatic Preserve,Density,,Restored,Live Oysters,1,FALSE,2020,2020,2020-03-04T00:00:00Z,30,0,1920,176,413.733333333333,517.236885191204,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
14,Estero Bay Aquatic Preserve,Percent Live,,Natural,Live Oysters,11,TRUE,2016,2026,2026-02-03T00:00:00Z,324,0,81,21.5,26.4043209876543,21.5120409763429,Estero Bay Oyster Monitoring,4042,,,,,,3,Model did not fit the available data
14,Estero Bay Aquatic Preserve,Percent Live,,Restored,Live Oysters,1,FALSE,2020,2020,2020-03-04T00:00:00Z,30,0,92.1875,63.49385,57.7237633333333,22.3036420489861,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
14,Estero Bay Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,24,TRUE,1970,2013,2018-10-30T18:58:41Z,2462,8.79,24.99,21.47,20.8336433793664,3.18407842109217,Historical Oyster Body Size (HOBS) Study,5035,,,,,,0,No detectable trend
14,Estero Bay Aquatic Preserve,Shell Height,>75mm,Natural,Dead Oyster Shells,23,TRUE,1970,2013,2018-10-30T18:58:41Z,332,75.01,136.42,82.875,85.6267469879518,9.88421389135175,Historical Oyster Body Size (HOBS) Study,5035,86.6001823567949,-0.0538065034268404,0.0465366148282901,-0.138729059051082,0.0429824082102243,0,No detectable trend
14,Estero Bay Aquatic Preserve,Shell Height,25-75mm,Natural,Dead Oyster Shells,24,TRUE,1970,2013,2018-10-30T18:58:41Z,6086,25,74.98,38.3,41.5073923759448,12.9453993294535,Historical Oyster Body Size (HOBS) Study,5035,41.1029642486955,0.0220226215744447,0.0161505204292233,-0.00930065221500163,0.0533562188779686,0,No detectable trend
14,Estero Bay Aquatic Preserve,Shell Height,"",Natural,Live Oysters,13,TRUE,2014,2026,2026-02-03T00:00:00Z,3357,0,24.98,15.62,15.5679773607388,5.37937628385498,Estero Bay Oyster Monitoring,4042,,,,,,0,No detectable trend
14,Estero Bay Aquatic Preserve,Shell Height,"",Restored,Live Oysters,1,FALSE,2020,2020,2020-03-04T00:00:00Z,292,3.29,24.97,19.2,18.7112328767123,4.44356276215195,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
14,Estero Bay Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,12,TRUE,2014,2026,2026-01-30T00:00:00Z,73,75,109,82,83.6564383561644,8.03291862170611,Estero Bay Oyster Monitoring,4042,84.5791275783105,-0.0421659530043463,0.351763658165385,-0.710834439302929,0.680952254311819,0,No detectable trend
14,Estero Bay Aquatic Preserve,Shell Height,>75mm,Restored,Live Oysters,1,FALSE,2020,2020,2020-03-04T00:00:00Z,47,75.14,106.61,80.4,83.3931914893617,7.49495543577637,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
14,Estero Bay Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,13,TRUE,2014,2026,2026-02-03T00:00:00Z,4288,25,74.93,38.5,40.5560307835821,11.1498816871941,Estero Bay Oyster Monitoring,4042,42.7666386818642,-0.348110561627207,0.0690021298280786,-0.485751844060826,-0.214996910184727,-1,Decreasing trend
14,Estero Bay Aquatic Preserve,Shell Height,25-75mm,Restored,Live Oysters,1,FALSE,2020,2020,2020-03-04T00:00:00Z,824,25.04,74.91,40.34,42.592572815534,12.782864609995,SCCF Oyster Restoration Monitoring,4012,,,,,,2,Insufficient data
19,Guana River Marsh Aquatic Preserve,Density,,Natural,Live Oysters,8,TRUE,2014,2025,2025-03-10T00:00:00Z,496,0,6848,896,1087.25806451613,911.902722713562,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",1591.19751956655,-84.7765088788529,16.2666581125129,-120.237039003667,-55.7014116607241,-1,Decreasing trend
19,Guana River Marsh Aquatic Preserve,Percent Live,,Natural,Live Oysters,8,TRUE,2014,2025,2025-03-10T00:00:00Z,1657,0,64,25,25.5087507543754,12.1012142340528,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",25.6143630740333,-0.0217595364392729,0.10425597453754,-0.226092100489601,0.178108652032213,0,No detectable trend
19,Guana River Marsh Aquatic Preserve,Shell Height,"",Natural,Dead Oyster Shells,8,TRUE,1998,2012,2018-09-11T22:25:14Z,136,13.57,24.94,22.35,21.8611029411765,2.35769431398846,Historical Oyster Body Size (HOBS) Study,5035,,,,,,0,No detectable trend
19,Guana River Marsh Aquatic Preserve,Shell Height,>75mm,Natural,Dead Oyster Shells,8,TRUE,1998,2012,2018-09-11T22:25:14Z,600,75.12,146.25,90.715,93.6535833333333,14.1389577127073,Historical Oyster Body Size (HOBS) Study,5035,88.2764849963991,0.546052535988809,0.151457847727734,0.244892659739406,0.844001222061334,1,Increasing trend
19,Guana River Marsh Aquatic Preserve,Shell Height,25-75mm,Natural,Dead Oyster Shells,8,TRUE,1998,2012,2018-09-11T22:25:14Z,1138,25,74.95,48.35,49.0657908611599,14.5179227884593,Historical Oyster Body Size (HOBS) Study,5035,46.1314462244106,0.308090954606065,2.69065689554387,0.0515587366158241,0.451720792962306,1,Increasing trend
19,Guana River Marsh Aquatic Preserve,Shell Height,"",Natural,Live Oysters,6,TRUE,2014,2022,2022-03-17T00:00:00Z,9497,0.7,24.92,12,12.8264178161525,6.19455973215893,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",,,,,,0,No detectable trend
19,Guana River Marsh Aquatic Preserve,Shell Height,>75mm,Natural,Live Oysters,8,TRUE,2014,2025,2025-03-10T00:00:00Z,2907,75,163,85.6,89.1933505331958,12.8470887595572,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",88.9266522062723,0.0648130211148214,0.0940615411154434,-0.114638868303057,0.252296520895958,0,No detectable trend
19,Guana River Marsh Aquatic Preserve,Shell Height,25-75mm,Natural,Live Oysters,8,TRUE,2014,2025,2025-03-10T00:00:00Z,18613,25,74.9,43.2,45.1472280126793,13.6284404239606,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",44.62566500879,0.104395811465971,0.0495286828993965,0.00778034586754099,0.19877454695189,1,Increasing trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Density,,Natural,Live Oysters,10,TRUE,2014,2026,2026-03-27T00:00:00Z,1384,0,11104,752,1040.99421965318,1057.57490361494,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",2005.07412711115,-126.591598353753,11.9866621436427,-151.488409324847,-104.851095463733,-1,Decreasing trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Percent Live,,Natural,Live Oysters,10,TRUE,2014,2026,2026-03-27T00:00:00Z,3950,0,76,23,23.6284810126582,12.5046665980062,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",25.7337403366296,-0.468093138436193,0.0611716354995235,-0.591250904462959,-0.347581085944258,-1,Decreasing trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Shell Height,"",Natural,Dead Oyster Shells,23,TRUE,1749,2013,2018-09-11T22:25:14Z,1432,9.35,24.99,21.84,21.2883030726257,2.86024904190834,Historical Oyster Body Size (HOBS) Study,5035,,,,,,0,No detectable trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Shell Height,>75mm,Natural,Dead Oyster Shells,23,TRUE,1749,2013,2018-09-11T22:25:14Z,881,75.12,146.25,88.51,91.859046538025,13.4479954910106,Historical Oyster Body Size (HOBS) Study,5035,86.0517539679456,0.151676997157808,0.0667301301231134,0.00556164452802199,0.265354097972606,1,Increasing trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Shell Height,25-75mm,Natural,Dead Oyster Shells,23,TRUE,1749,2013,2018-09-11T22:25:14Z,4639,25,74.95,39.29,42.5906165121794,13.53208888971,Historical Oyster Body Size (HOBS) Study,5035,40.9363178766421,0.0425462095139504,0.0434391486750327,0.0018476851763829,0.0815139392328666,1,Increasing trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Shell Height,"",Natural,Live Oysters,7,TRUE,2014,2023,2023-02-14T00:00:00Z,26077,0.7,24.92,13.3,13.7054266211604,6.04891730850321,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",,,,,,0,No detectable trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Shell Height,>75mm,Natural,Live Oysters,10,TRUE,2014,2026,2026-12-19T00:00:00Z,6765,75,237.2,85.6,89.2953451589061,13.1354777789478,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",88.3365176422465,0.185260781561948,0.0619309581687594,0.0628656198813875,0.310094354080148,1,Increasing trend
20,Guana Tolomato Matanzas National Estuarine Research Reserve,Shell Height,25-75mm,Natural,Live Oysters,10,TRUE,2014,2026,2026-12-19T00:00:00Z,48572,25,74.9,42.7,44.7471828419666,13.5885704974934,"Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment","4000, 5017",43.3280441398852,0.290757104856318,0.0270184404001433,0.238931304072728,0.343587626328263,1,Increasing trend
21,Indian River-Malabar to Vero Beach Aquatic Preserve,Density,,Natural,Live Oysters,5,TRUE,2017,2022,2022-08-08T00:00:00Z,18,0,1840,456,616,564.679607231862,"Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)",4016,1378.70310786651,-176.99391618523,307.602600390415,-816.86977547265,135.252901847643,0,No detectable trend
