AreaID|ManagedAreaName|ParameterName|RelativeDepth|ActivityType|SufficientData|N_Data|N_Years|EarliestYear|LatestYear|LastSampleDate|Median|Independent|tau|p|SennSlope|SennIntercept|ChiSquared|pChiSquared|Trend|Website
1|Alligator Harbor Aquatic Preserve|Total Phosphorus|Surface|Lab|TRUE|990|18|2001|2023|2023-04-04T11:42:00Z|4e-05|TRUE|0.5037|0.0000|0.000307613636363636|-0.0146145234203297|3.4332|0.9837|2|0
1|Alligator Harbor Aquatic Preserve|Total Suspended Solids|All|All|FALSE|24|4|2019|2022|2022-12-07T14:30:00Z|10|||NA||||||0
1|Alligator Harbor Aquatic Preserve|Total Suspended Solids|All|Lab|FALSE|19|4|2019|2022|2022-12-07T14:30:00Z|12|||NA||||||1
1|Alligator Harbor Aquatic Preserve|Total Suspended Solids|Surface|All|FALSE|24|4|2019|2022|2022-12-07T14:30:00Z|10|||NA||||||0
1|Alligator Harbor Aquatic Preserve|Total Suspended Solids|Surface|Lab|FALSE|19|4|2019|2022|2022-12-07T14:30:00Z|12|||NA||||||0
1|Alligator Harbor Aquatic Preserve|Turbidity|All|All|TRUE|3709|19|1998|2023|2023-01-20T00:00:00Z|5.3|TRUE|-0.1567|0.0138|-0.0592219986586183|6.36323708696735|2.9374|0.9915|-1|0
1|Alligator Harbor Aquatic Preserve|Turbidity|All|Field|FALSE|166|3|2021|2023|2023-01-20T00:00:00Z|4.61|||NA||||||0
1|Alligator Harbor Aquatic Preserve|Turbidity|All|Lab|TRUE|3543|18|1998|2022|2022-12-07T14:30:00Z|5.3|TRUE|-0.2432|0.0012|-0.111851487006286|6.51312338034629|4.8127|0.9399|-1|1
1|Alligator Harbor Aquatic Preserve|Turbidity|Surface|All|TRUE|3709|19|1998|2023|2023-01-20T00:00:00Z|5.3|TRUE|-0.1567|0.0138|-0.0592219986586183|6.36323708696735|2.9374|0.9915|-1|0
1|Alligator Harbor Aquatic Preserve|Turbidity|Surface|Field|FALSE|166|3|2021|2023|2023-01-20T00:00:00Z|4.61|||NA||||||0
1|Alligator Harbor Aquatic Preserve|Turbidity|Surface|Lab|TRUE|3543|18|1998|2022|2022-12-07T14:30:00Z|5.3|TRUE|-0.2432|0.0012|-0.111851487006286|6.51312338034629|4.8127|0.9399|-1|0
1|Alligator Harbor Aquatic Preserve|Water Temperature|All|Field|TRUE|9103|27|1996|2023|2023-01-20T00:00:00Z|25.8|TRUE|-0.0745|0.0825|-0.0275657299356989|22.7821419274024|10.8982|0.4518|0|1
1|Alligator Harbor Aquatic Preserve|Water Temperature|Bottom|Field|TRUE|2870|25|1998|2022|2022-12-07T14:30:00Z|26.1|TRUE|-0.0364|0.7525|-0.00597602739726|22.9454579946293|9.943|0.5355|0|0
1|Alligator Harbor Aquatic Preserve|Water Temperature|Surface|Field|TRUE|5932|27|1996|2023|2023-01-20T00:00:00Z|25.8|TRUE|-0.0779|0.0690|-0.0287457912457912|22.8003311422295|11.3573|0.4138|0|0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|493|13|2000|2023|2023-05-23T11:30:00Z|2.6|TRUE|0.313|0.0015|0.282271468144044|5.38179144385027|15.3028|0.169|2|1
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Corrected for Pheophytin|Bottom|Lab|FALSE|95|7|2000|2022|2022-09-01T11:35:00Z|2.8|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Corrected for Pheophytin|Surface|Lab|TRUE|398|13|2000|2023|2023-05-23T11:30:00Z|2.6|TRUE|0.2814|0.0017|0.26379679144385|5.43389285714286|16.5023|0.1235|2|0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Uncorrected for Pheophytin|All|All|TRUE|1676|19|2002|2023|2023-05-23T11:30:00Z|11|TRUE|-0.0092|0.8544|-0.0115530303030305|12.9956845238095|11.6053|0.394|0|0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Uncorrected for Pheophytin|All|Lab|TRUE|135|14|2002|2023|2023-05-23T11:30:00Z|7.8|TRUE|0.2726|0.0186|0.295238095238095|6.76410256410256|10.1363|0.4286|1|1
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Uncorrected for Pheophytin|Bottom|All|FALSE|9|4|2018|2022|2022-09-01T11:35:00Z|18|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Uncorrected for Pheophytin|Bottom|Lab|FALSE|9|4|2018|2022|2022-09-01T11:35:00Z|18|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Uncorrected for Pheophytin|Surface|All|TRUE|1665|19|2002|2023|2023-05-23T11:30:00Z|11|TRUE|-0.0077|0.8736|-0.0149431818181818|13.7298852926587|10.779|0.462|0|0
2|Apalachicola Bay Aquatic Preserve|Chlorophyll a, Uncorrected for Pheophytin|Surface|Lab|TRUE|124|14|2002|2023|2023-05-23T11:30:00Z|7|TRUE|0.2509|0.0240|0.302564102564103|6.76410256410256|11.3604|0.3301|1|0
2|Apalachicola Bay Aquatic Preserve|Colored Dissolved Organic Matter|All|Lab|FALSE|17|3|2007|2023|2023-05-23T11:30:00Z|7|||NA||||||1
2|Apalachicola Bay Aquatic Preserve|Colored Dissolved Organic Matter|Surface|Lab|FALSE|17|3|2007|2023|2023-05-23T11:30:00Z|7|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Dissolved Oxygen|All|Field|TRUE|46230|32|1992|2023|2023-12-07T00:00:00Z|7.5|TRUE|-0.1422|0.0003|-0.0200565555096772|7.82385510147464|12.2251|0.347|-1|1
2|Apalachicola Bay Aquatic Preserve|Dissolved Oxygen|Bottom|Field|TRUE|11703|31|1992|2023|2023-12-07T00:00:00Z|7|TRUE|-0.0909|0.0192|-0.0178803632029735|7.5217831333184|10.8472|0.4561|-1|0
2|Apalachicola Bay Aquatic Preserve|Dissolved Oxygen|Surface|Field|TRUE|29226|32|1992|2023|2023-12-07T00:00:00Z|7.8|TRUE|-0.113|0.0040|-0.0159658145146611|8.20208339079862|11.0441|0.4396|-1|0
2|Apalachicola Bay Aquatic Preserve|Dissolved Oxygen Saturation|All|Field|TRUE|4454|24|2000|2023|2023-12-07T00:00:00Z|92.59999847|TRUE|0.1655|0.0004|0.322830997620101|87.2121779198868|6.0375|0.8708|1|1
2|Apalachicola Bay Aquatic Preserve|Dissolved Oxygen Saturation|Bottom|Field|TRUE|2216|24|2000|2023|2023-12-07T00:00:00Z|90.19999695|TRUE|0.1652|0.0005|0.381111250833331|83.7994212076238|5.0725|0.9276|1|0
2|Apalachicola Bay Aquatic Preserve|Dissolved Oxygen Saturation|Surface|Field|TRUE|2232|24|2000|2023|2023-12-07T00:00:00Z|94.40000153|TRUE|0.1777|0.0002|0.331330971628816|91.7558395887933|5.6575|0.8952|1|0
2|Apalachicola Bay Aquatic Preserve|pH|All|Field|TRUE|35507|33|1964|2023|2023-12-07T00:00:00Z|8|TRUE|-0.1801|0.0000|-0.00603935613946561|8.08769417530526|7.1353|0.788|-1|1
2|Apalachicola Bay Aquatic Preserve|pH|Bottom|Field|TRUE|799|22|1992|2023|2023-12-07T00:00:00Z|8|TRUE|-0.0739|0.3288|-0.00422221799999996|8.19865276590278|10.52|0.4843|0|0
2|Apalachicola Bay Aquatic Preserve|pH|Surface|Field|TRUE|29403|33|1964|2023|2023-12-07T00:00:00Z|8|TRUE|-0.1642|0.0000|-0.00547691045475854|8.11682035630759|10.8258|0.458|-1|0
2|Apalachicola Bay Aquatic Preserve|Salinity|All|All|TRUE|56237|35|1964|2023|2023-12-07T00:00:00Z|16.2|TRUE|-0.0327|0.4595|-0.0208338490823616|19.855621203168|10.9671|0.446|0|1
2|Apalachicola Bay Aquatic Preserve|Salinity|All|Field|TRUE|54505|35|1964|2023|2023-12-07T00:00:00Z|16.1|TRUE|-0.0358|0.3980|-0.027437831263321|19.7918993732801|8.8701|0.6339|0|0
2|Apalachicola Bay Aquatic Preserve|Salinity|All|Lab|FALSE|366|4|2000|2003|2003-02-19T00:00:00Z|20.45|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Salinity|Bottom|All|TRUE|15154|31|1992|2023|2023-12-07T00:00:00Z|20.29999924|TRUE|0.0456|0.2535|0.0393827734894174|19.749109360833|9.0204|0.62|0|0
2|Apalachicola Bay Aquatic Preserve|Salinity|Bottom|Field|TRUE|14935|31|1992|2023|2023-12-07T00:00:00Z|20.2|TRUE|0.0496|0.2123|0.0439235132295429|19.9157140178436|8.5455|0.6638|0|0
2|Apalachicola Bay Aquatic Preserve|Salinity|Bottom|Lab|FALSE|81|3|2000|2002|2002-12-17T00:00:00Z|26.9|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Salinity|Surface|All|TRUE|35775|35|1964|2023|2023-12-07T00:00:00Z|13.5|TRUE|-0.0539|0.1982|-0.0422847694797426|19.3885805346433|14.9262|0.1859|0|0
2|Apalachicola Bay Aquatic Preserve|Salinity|Surface|Field|TRUE|34262|35|1964|2023|2023-12-07T00:00:00Z|13.4|TRUE|-0.0679|0.0930|-0.0499913615787591|19.1126764822244|12.0688|0.3585|0|0
2|Apalachicola Bay Aquatic Preserve|Salinity|Surface|Lab|FALSE|285|4|2000|2003|2003-02-19T00:00:00Z|18.3|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Secchi Depth|Surface|Field|TRUE|21885|29|1992|2023|2023-12-07T00:00:00Z|0.8|TRUE|0.0424|0.2414|0.00162263722771747|0.789337700373608|20.9994|0.0334|0|1
2|Apalachicola Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|487|18|1992|2023|2023-05-23T11:30:00Z|0.54|TRUE|0.063|0.1897|0.00273405736563631|0.601523515651016|17.9909|0.0818|0|1
2|Apalachicola Bay Aquatic Preserve|Total Nitrogen|Bottom|Lab|FALSE|67|7|2000|2022|2022-09-01T11:35:00Z|0.577|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Total Nitrogen|Surface|Lab|TRUE|418|18|1992|2023|2023-05-23T11:30:00Z|0.534|TRUE|0.0155|0.4044|0.00336878306878307|0.61512062021312|21.1181|0.0322|0|0
2|Apalachicola Bay Aquatic Preserve|Total Phosphorus|All|Lab|TRUE|551|18|1992|2023|2023-05-23T11:30:00Z|0.033|TRUE|-0.2151|0.0428|-7e-04|0.03975|11.8556|0.3746|-1|1
2|Apalachicola Bay Aquatic Preserve|Total Phosphorus|Bottom|Lab|FALSE|93|7|2000|2022|2022-09-01T11:35:00Z|0.044|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Total Phosphorus|Surface|Lab|TRUE|456|18|1992|2023|2023-05-23T11:30:00Z|0.031|TRUE|-0.2178|0.0495|-0.000664543859649123|0.0374097456709957|15.1336|0.1765|-1|0
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids|All|All|TRUE|795|14|1992|2023|2023-05-23T11:30:00Z|9|TRUE|-0.2542|0.0022|-0.46031746031746|20.8947163947164|12.9207|0.2985|-1|0
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids|All|Lab|TRUE|112|11|1992|2023|2023-05-23T11:30:00Z|9|TRUE|-0.0952|0.0690|-0.354166666666667|18.5508432539683|11.2586|0.4219|0|1
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids|Bottom|All|FALSE|14|5|2001|2022|2022-09-01T11:35:00Z|14|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids|Bottom|Lab|FALSE|14|5|2001|2022|2022-09-01T11:35:00Z|14|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids|Surface|All|TRUE|781|14|1992|2023|2023-05-23T11:30:00Z|9|TRUE|-0.2312|0.0035|-0.4|20.3945868945869|15.5168|0.16|-1|0
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids|Surface|Lab|TRUE|98|11|1992|2023|2023-05-23T11:30:00Z|9|TRUE|-0.0451|0.1124|-0.275|12.9|10.618|0.388|0|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|All|All|TRUE|19056|30|1992|2023|2023-12-07T00:00:00Z|5.7|TRUE|-0.0342|0.4121|-0.0183746556841139|7.00044554382859|21.2818|0.0306|0|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|All|Field|TRUE|2505|24|2000|2023|2023-12-07T00:00:00Z|5.83|TRUE|-0.1451|0.0038|-0.112706555213675|8.83026283639721|7.4893|0.7582|-1|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|All|Lab|TRUE|15514|25|1992|2023|2023-05-23T11:30:00Z|5.6|TRUE|-0.0454|0.3646|-0.0224893856143854|6.77633263817679|12.2426|0.3457|0|1
2|Apalachicola Bay Aquatic Preserve|Turbidity|Bottom|All|TRUE|534|15|2000|2023|2023-12-07T00:00:00Z|7.335|TRUE|-0.1763|0.0196|-0.153333333333333|10.948356538669|6.0418|0.8706|-1|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|Bottom|Field|TRUE|466|15|2000|2023|2023-12-07T00:00:00Z|7.455|TRUE|-0.146|0.0726|-0.185773809523809|11.959804825464|7.4273|0.7635|0|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|Bottom|Lab|FALSE|14|5|2001|2022|2022-09-01T11:35:00Z|7.35|||NA||||||0
2|Apalachicola Bay Aquatic Preserve|Turbidity|Surface|All|TRUE|18522|30|1992|2023|2023-12-07T00:00:00Z|5.7|TRUE|-0.095|0.0166|-0.0527806442279955|7.42957095392044|15.776|0.1497|-1|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|Surface|Field|TRUE|2039|24|2000|2023|2023-12-07T00:00:00Z|5.56|TRUE|-0.1957|0.0001|-0.164545466636364|8.59665229882878|10.1947|0.513|-1|0
2|Apalachicola Bay Aquatic Preserve|Turbidity|Surface|Lab|TRUE|15500|25|1992|2023|2023-05-23T11:30:00Z|5.6|TRUE|-0.0625|0.2155|-0.0412181855500821|6.4924841271262|12.5251|0.3255|0|0
2|Apalachicola Bay Aquatic Preserve|Water Temperature|All|Field|TRUE|55058|35|1964|2023|2023-12-07T00:00:00Z|24|TRUE|0.0571|0.1427|0.014075311544271|21.0758291601813|6.2487|0.8563|0|1
2|Apalachicola Bay Aquatic Preserve|Water Temperature|Bottom|Field|TRUE|15100|31|1992|2023|2023-12-07T00:00:00Z|24.5|TRUE|0.0783|0.0496|0.0197788831270561|22.2396893599161|5.5557|0.9013|1|0
2|Apalachicola Bay Aquatic Preserve|Water Temperature|Surface|Field|TRUE|34619|35|1964|2023|2023-12-07T00:00:00Z|23.8|TRUE|0.0616|0.1167|0.0161173234516534|21.045740156226|5.7204|0.8914|0|0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Corrected for Pheophytin|All|Lab|TRUE|1121|25|1999|2023|2023-10-02T11:35:00Z|2.6|TRUE|0.2552|0.0000|0.112222222222222|1.525|10.5385|0.4827|1|1
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Corrected for Pheophytin|Bottom|Lab|FALSE|129|8|1999|2022|2022-09-01T11:35:00Z|2.4|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Corrected for Pheophytin|Surface|Lab|TRUE|986|24|2000|2023|2023-10-02T11:35:00Z|2.7|TRUE|0.2427|0.0000|0.106066801619433|1.63660714285714|12.742|0.3105|1|0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Uncorrected for Pheophytin|All|All|TRUE|2213|23|2000|2023|2023-10-02T11:35:00Z|9|TRUE|-0.1408|0.0107|-0.188492063492064|9.96304180555556|8.0688|0.7071|-1|0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Uncorrected for Pheophytin|All|Lab|TRUE|467|23|2000|2023|2023-10-02T11:35:00Z|5|TRUE|0.0216|0.5996|0.0148351648351649|4.63257727272727|16.7712|0.1148|0|1
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Uncorrected for Pheophytin|Bottom|All|FALSE|10|4|2018|2022|2022-09-01T11:35:00Z|16.5|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Uncorrected for Pheophytin|Bottom|Lab|FALSE|10|4|2018|2022|2022-09-01T11:35:00Z|16.5|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Uncorrected for Pheophytin|Surface|All|TRUE|2197|23|2000|2023|2023-10-02T11:35:00Z|9|TRUE|-0.1527|0.0058|-0.193439153439153|8.96997448979592|6.6255|0.8286|-1|0
3|Apalachicola National Estuarine Research Reserve|Chlorophyll a, Uncorrected for Pheophytin|Surface|Lab|TRUE|451|23|2000|2023|2023-10-02T11:35:00Z|5|TRUE|0.0048|0.8320|0.00590277777777778|4.63257727272727|15.8047|0.1485|0|0
3|Apalachicola National Estuarine Research Reserve|Colored Dissolved Organic Matter|All|Lab|FALSE|143|9|2007|2023|2023-10-02T11:35:00Z|21|||NA||||||1
3|Apalachicola National Estuarine Research Reserve|Colored Dissolved Organic Matter|Bottom|Lab|FALSE|1|1|2018|2018|2018-03-05T12:45:00Z|40|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Colored Dissolved Organic Matter|Surface|Lab|FALSE|142|9|2007|2023|2023-10-02T11:35:00Z|21|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Dissolved Oxygen|All|Field|TRUE|71612|32|1992|2023|2023-12-07T00:00:00Z|7.5|TRUE|-0.2087|0.0000|-0.0270691851649367|8.08677009073335|14.8285|0.1905|-1|1
3|Apalachicola National Estuarine Research Reserve|Dissolved Oxygen|Bottom|Field|TRUE|16644|31|1992|2023|2023-12-07T00:00:00Z|7.2|TRUE|-0.1579|0.0000|-0.0305640907331142|7.90432226093333|9.3753|0.5873|-1|0
3|Apalachicola National Estuarine Research Reserve|Dissolved Oxygen|Surface|Field|TRUE|44413|32|1992|2023|2023-12-07T00:00:00Z|7.8|TRUE|-0.1868|0.0000|-0.0257211009174312|8.24118294078706|15.5928|0.1569|-1|0
3|Apalachicola National Estuarine Research Reserve|Dissolved Oxygen Saturation|All|Field|TRUE|5623|24|2000|2023|2023-12-07T00:00:00Z|91.40000153|TRUE|-0.0574|0.2360|-0.104652573345957|91.0225761130833|22.2506|0.0225|0|1
3|Apalachicola National Estuarine Research Reserve|Dissolved Oxygen Saturation|Bottom|Field|TRUE|2731|24|2000|2023|2023-12-07T00:00:00Z|89.5|TRUE|-0.0304|0.5520|-0.0742777729895839|89.1865567478168|15.3227|0.1682|0|0
3|Apalachicola National Estuarine Research Reserve|Dissolved Oxygen Saturation|Surface|Field|TRUE|2820|24|2000|2023|2023-12-07T00:00:00Z|93.09999847|TRUE|-0.0611|0.2102|-0.112500509999997|93.4398005178124|20.1723|0.043|0|0
3|Apalachicola National Estuarine Research Reserve|pH|All|Field|TRUE|56861|33|1964|2023|2023-12-07T00:00:00Z|7.9000001|TRUE|-0.3706|0.0000|-0.0140736424069758|8.50207132048492|12.7712|0.3085|-1|1
3|Apalachicola National Estuarine Research Reserve|pH|Bottom|Field|TRUE|1165|26|1992|2023|2023-12-07T00:00:00Z|7.95|TRUE|-0.1621|0.0076|-0.0123684260526316|8.10438324822065|11.9297|0.3689|-1|0
3|Apalachicola National Estuarine Research Reserve|pH|Surface|Field|TRUE|45088|33|1964|2023|2023-12-07T00:00:00Z|8|TRUE|-0.3523|0.0000|-0.0130460448642266|8.50032048437216|11.0116|0.4423|-1|0
3|Apalachicola National Estuarine Research Reserve|Salinity|All|All|TRUE|85674|35|1964|2023|2023-12-07T00:00:00Z|16.9|TRUE|-0.2108|0.0000|-0.165953638501545|25.3755260298645|11.5521|0.3982|-1|1
3|Apalachicola National Estuarine Research Reserve|Salinity|All|Field|TRUE|83541|35|1964|2023|2023-12-07T00:00:00Z|16.9|TRUE|-0.2425|0.0000|-0.202068404013877|25.8027675460633|8.0592|0.708|-1|0
3|Apalachicola National Estuarine Research Reserve|Salinity|All|Lab|FALSE|472|4|2000|2003|2003-02-19T00:00:00Z|21.7|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Salinity|Bottom|All|TRUE|21708|31|1992|2023|2023-12-07T00:00:00Z|20.7|TRUE|-0.1348|0.0005|-0.140193599949495|23.0759246412207|6.2702|0.8547|-1|0
3|Apalachicola National Estuarine Research Reserve|Salinity|Bottom|Field|TRUE|21466|31|1992|2023|2023-12-07T00:00:00Z|20.7|TRUE|-0.1419|0.0002|-0.157582723572753|22.9316065886397|6.3619|0.8482|-1|0
3|Apalachicola National Estuarine Research Reserve|Salinity|Bottom|Lab|FALSE|104|3|2000|2002|2002-12-17T00:00:00Z|28.6|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Salinity|Surface|All|TRUE|53561|35|1964|2023|2023-12-07T00:00:00Z|14.8|TRUE|-0.2029|0.0000|-0.168403262374508|25.2340853347375|14.9117|0.1866|-1|0
3|Apalachicola National Estuarine Research Reserve|Salinity|Surface|Field|TRUE|51670|35|1964|2023|2023-12-07T00:00:00Z|14.7|TRUE|-0.2387|0.0000|-0.19746572726912|25.2944994855707|6.9895|0.7999|-1|0
3|Apalachicola National Estuarine Research Reserve|Salinity|Surface|Lab|FALSE|368|4|2000|2003|2003-02-19T00:00:00Z|19.45|||NA||||||0
3|Apalachicola National Estuarine Research Reserve|Secchi Depth|Surface|Field|TRUE|37193|29|1992|2023|2023-12-07T00:00:00Z|0.8|TRUE|-0.034|0.4674|-0.000864624394762856|0.929864886491605|22.1054|0.0236|0|1
