AreaID,ManagedAreaName,ParameterName,RelativeDepth,ActivityType,SufficientData,N_Data,N_Years,EarliestYear,LatestYear,EarliestSampleDate,LastSampleDate,Median,Independent,tau,p,SenSlope,SenIntercept,ChiSquared,pChiSquared,ub,lb,Trend,Website,TrendIcon,TrendText
1,Alligator Harbor Aquatic Preserve,Dissolved Oxygen Saturation,Bottom,Field,FALSE,49,7,2016,2022,2016-01-11T00:00:00Z,2022-12-07T14:30:00Z,97.2,,,,,,,,,,,0,2,Insufficient data
1,Alligator Harbor Aquatic Preserve,Dissolved Oxygen Saturation,Surface,Field,FALSE,82,8,2013,2022,2013-07-23T00:00:00Z,2022-12-07T14:30:00Z,95.35,,,,,,,,,,,0,2,Insufficient data
1,Alligator Harbor Aquatic Preserve,Salinity,All,All,TRUE,9675,29,1996,2025,1996-05-26T00:00:00Z,2025-12-04T00:00:00Z,31.11,TRUE,-0.107,0.00719,-0.03871,31.75772,4.6042,0.9488,-0.01108,-0.07114,-1,1,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,Salinity,All,Field,TRUE,9675,29,1996,2025,1996-05-26T00:00:00Z,2025-12-04T00:00:00Z,31.11,TRUE,-0.107,0.00719,-0.03871,31.75772,4.6042,0.9488,-0.01108,-0.07114,-1,0,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,Salinity,Bottom,All,TRUE,2529,23,1998,2023,1998-11-17T11:24:00Z,2023-09-14T12:15:00Z,31.4,TRUE,-0.03747,0.35729,-0.019,31.52651,9.5696,0.5695,0.03007,-0.07665,0,0,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Salinity,Bottom,Field,TRUE,2529,23,1998,2023,1998-11-17T11:24:00Z,2023-09-14T12:15:00Z,31.4,TRUE,-0.03747,0.35729,-0.019,31.52651,9.5696,0.5695,0.03007,-0.07665,0,0,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Salinity,Surface,All,TRUE,6706,29,1996,2025,1996-05-26T00:00:00Z,2025-12-04T00:00:00Z,31,TRUE,-0.10345,0.0093,-0.03761,31.6453,4.9195,0.935,-0.01019,-0.06926,-1,0,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,Salinity,Surface,Field,TRUE,6706,29,1996,2025,1996-05-26T00:00:00Z,2025-12-04T00:00:00Z,31,TRUE,-0.10345,0.0093,-0.03761,31.6453,4.9195,0.935,-0.01019,-0.06926,-1,0,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,Secchi Depth,All,Field,TRUE,3103,28,1998,2025,1998-08-14T00:00:00Z,2025-07-09T10:52:00Z,-1.2,TRUE,-0.00197,0.94499,0,-1.15161,15.809,0.1484,0.00697,-0.00714,0,1,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Total Nitrogen,All,Lab,TRUE,1625,19,2001,2024,2001-06-16T00:00:00Z,2024-10-23T11:55:00Z,0.2,TRUE,0.27903,0,0.00709,0.12051,3.149,0.9886,0.00972,0.00404,1,1,1,Increasing trend
1,Alligator Harbor Aquatic Preserve,Total Nitrogen,Surface,Lab,TRUE,1625,19,2001,2024,2001-06-16T00:00:00Z,2024-10-23T11:55:00Z,0.2,TRUE,0.27903,0,0.00709,0.12051,3.149,0.9886,0.00972,0.00404,1,0,1,Increasing trend
1,Alligator Harbor Aquatic Preserve,Total Phosphorus,All,Lab,TRUE,1130,19,2001,2024,2001-06-16T00:00:00Z,2024-10-23T11:55:00Z,0.00005,TRUE,0.55833,0,0.00121,-0.02103,2.2897,0.9972,0.0015,0.0009,2,1,1,Increasing trend
1,Alligator Harbor Aquatic Preserve,Total Phosphorus,Surface,Lab,TRUE,1130,19,2001,2024,2001-06-16T00:00:00Z,2024-10-23T11:55:00Z,0.00005,TRUE,0.55833,0,0.00121,-0.02103,2.2897,0.9972,0.0015,0.0009,2,0,1,Increasing trend
1,Alligator Harbor Aquatic Preserve,Total Suspended Solids,All,Lab,FALSE,19,4,2019,2022,2019-01-17T13:20:00Z,2022-12-07T14:30:00Z,12,,,,,,,,,,,1,2,Insufficient data
1,Alligator Harbor Aquatic Preserve,Total Suspended Solids,Surface,Lab,FALSE,19,4,2019,2022,2019-01-17T13:20:00Z,2022-12-07T14:30:00Z,12,,,,,,,,,,,0,2,Insufficient data
1,Alligator Harbor Aquatic Preserve,Turbidity,All,All,TRUE,3942,21,1998,2025,1998-11-17T11:24:00Z,2025-12-04T00:00:00Z,5.3,TRUE,-0.03417,0.40496,-0.0169,5.9504,5.799,0.8864,0.01744,-0.05402,0,0,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Turbidity,All,Field,FALSE,399,5,2021,2025,2021-03-05T00:00:00Z,2025-12-04T00:00:00Z,4.85,,,,,,,,,,,0,2,Insufficient data
1,Alligator Harbor Aquatic Preserve,Turbidity,All,Lab,TRUE,3543,18,1998,2022,1998-11-17T11:24:00Z,2022-12-07T14:30:00Z,5.3,TRUE,-0.24321,0.00118,-0.11185,6.51312,4.8127,0.9399,-0.04074,-0.20722,-1,1,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,Turbidity,Surface,All,TRUE,3942,21,1998,2025,1998-11-17T11:24:00Z,2025-12-04T00:00:00Z,5.3,TRUE,-0.03417,0.40496,-0.0169,5.9504,5.799,0.8864,0.01744,-0.05402,0,0,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Turbidity,Surface,Field,FALSE,399,5,2021,2025,2021-03-05T00:00:00Z,2025-12-04T00:00:00Z,4.85,,,,,,,,,,,0,2,Insufficient data
1,Alligator Harbor Aquatic Preserve,Turbidity,Surface,Lab,TRUE,3543,18,1998,2022,1998-11-17T11:24:00Z,2022-12-07T14:30:00Z,5.3,TRUE,-0.24321,0.00118,-0.11185,6.51312,4.8127,0.9399,-0.04074,-0.20722,-1,0,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,Water Temperature,All,Field,TRUE,9916,29,1996,2025,1996-05-26T00:00:00Z,2025-12-04T00:00:00Z,25.9,TRUE,-0.00609,0.87551,-0.00264,22.68476,10.3813,0.4965,0.02041,-0.02416,0,1,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Water Temperature,Bottom,Field,TRUE,2903,26,1998,2023,1998-11-17T11:24:00Z,2023-09-14T12:15:00Z,26.1,TRUE,-0.04353,0.69443,-0.00909,23.03535,12.4519,0.3307,0.0335,-0.05297,0,0,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,Water Temperature,Surface,Field,TRUE,6571,29,1996,2025,1996-05-26T00:00:00Z,2025-12-04T00:00:00Z,25.79,TRUE,-0.01712,0.66544,-0.00475,22.74872,9.8396,0.5449,0.01724,-0.02849,0,0,0,No detectable trend
1,Alligator Harbor Aquatic Preserve,pH,All,Field,TRUE,5534,28,1998,2025,1998-08-14T00:00:00Z,2025-12-04T00:00:00Z,8.1,TRUE,-0.1142,0.00523,-0.00469,8.129,13.3031,0.274,-0.00153,-0.00758,-1,1,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,pH,Bottom,Field,TRUE,147,13,2005,2023,2005-03-30T10:37:00Z,2023-09-14T12:15:00Z,8.08,TRUE,-0.51369,0.00004,-0.03182,8.56649,5.3232,0.9145,-0.02,-0.05755,-1,0,-1,Decreasing trend
1,Alligator Harbor Aquatic Preserve,pH,Surface,Field,TRUE,4952,28,1998,2025,1998-08-14T00:00:00Z,2025-12-04T00:00:00Z,8.1,TRUE,-0.12277,0.00267,-0.0049,8.10514,11.6377,0.3915,-0.00148,-0.0078,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",All,Lab,TRUE,2942,19,2000,2025,2000-08-15T08:00:00Z,2025-09-04T12:30:00Z,9.3,TRUE,0.40115,0,0.40104,3.1155,7.1591,0.7861,0.51371,0.28985,1,1,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",Bottom,Lab,FALSE,95,7,2000,2022,2000-08-15T10:31:00Z,2022-09-01T11:35:00Z,2.8,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,"Chlorophyll a, Corrected for Pheophytin",Surface,Lab,TRUE,2065,19,2000,2025,2000-08-15T08:00:00Z,2025-09-04T12:30:00Z,8.9,TRUE,0.43314,0,0.40586,2.1854,9.3004,0.5942,0.50121,0.30539,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",All,Lab,TRUE,2571,21,2002,2025,2002-07-01T00:00:00Z,2025-09-04T12:30:00Z,12,TRUE,0.3612,0,0.49437,3.50023,19.6127,0.0509,0.6657,0.37902,1,1,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",Bottom,Lab,FALSE,9,4,2018,2022,2018-07-05T10:30:00Z,2022-09-01T11:35:00Z,18,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,"Chlorophyll a, Uncorrected for Pheophytin",Surface,Lab,TRUE,1779,21,2002,2025,2002-07-01T00:00:00Z,2025-09-04T12:30:00Z,11.9,TRUE,0.42266,0,0.55246,1.93682,16.7941,0.1141,0.7075,0.42664,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Colored Dissolved Organic Matter,All,Lab,FALSE,22,5,2007,2025,2007-04-18T00:00:00Z,2025-09-04T12:30:00Z,7.6,,,,,,,,,,,1,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Colored Dissolved Organic Matter,Surface,Lab,FALSE,22,5,2007,2025,2007-04-18T00:00:00Z,2025-09-04T12:30:00Z,7.6,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Dissolved Oxygen,All,Field,TRUE,53650,34,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,7.5,TRUE,-0.08312,0.02384,-0.00965,7.53505,15.0051,0.1823,-0.00137,-0.01797,-1,1,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Dissolved Oxygen,Bottom,Field,TRUE,12040,33,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,7,TRUE,-0.07203,0.05725,-0.01375,7.61471,9.4245,0.5828,0.00034,-0.02737,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Dissolved Oxygen,Surface,Field,TRUE,34677,34,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,7.8,TRUE,-0.09034,0.01433,-0.00987,7.85812,13.6685,0.2519,-0.00191,-0.01886,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Dissolved Oxygen Saturation,All,Field,TRUE,4593,26,2000,2025,2000-07-25T09:35:00Z,2025-09-17T11:34:00Z,92.7,TRUE,0.19002,0.00003,0.34348,87.1556,6.3728,0.8474,0.52635,0.19708,1,1,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Dissolved Oxygen Saturation,Bottom,Field,TRUE,2284,26,2000,2025,2000-07-25T09:35:00Z,2025-09-17T11:34:00Z,90.4,TRUE,0.19286,0.00003,0.42642,83.79942,6.0443,0.8704,0.58608,0.23533,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Dissolved Oxygen Saturation,Surface,Field,TRUE,2303,26,2000,2025,2000-07-25T09:35:00Z,2025-09-17T11:34:00Z,94.6,TRUE,0.19281,0.00003,0.32404,90.99639,5.3992,0.9103,0.47214,0.14126,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Salinity,All,All,TRUE,62489,37,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,15.8,TRUE,-0.15607,0.00003,-0.11291,21.61929,11.4741,0.4044,-0.06367,-0.1694,-1,1,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Salinity,All,Field,TRUE,62122,37,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,15.7,TRUE,-0.15542,0.00003,-0.11371,21.59105,11.7497,0.3827,-0.06402,-0.16838,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Salinity,All,Lab,FALSE,367,4,2000,2003,2000-08-15T08:00:00Z,2003-02-19T12:45:00Z,20.4,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Salinity,Bottom,All,TRUE,15478,33,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,20.2,TRUE,0.0509,0.19643,0.04211,19.5712,9.6539,0.5618,0.11087,-0.02764,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Salinity,Bottom,Field,TRUE,15397,33,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,20.2,TRUE,0.05216,0.18487,0.04296,19.47142,9.8317,0.5456,0.11464,-0.02676,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Salinity,Bottom,Lab,FALSE,81,3,2000,2002,2000-08-15T10:31:00Z,2002-12-17T00:00:00Z,26.9,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Salinity,Surface,All,TRUE,40102,37,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,13.2,TRUE,-0.12676,0.00061,-0.09219,19.48628,12.8983,0.3,-0.03834,-0.14065,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Salinity,Surface,Field,TRUE,39816,37,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,13.1,TRUE,-0.12641,0.00063,-0.09095,19.46009,13.2993,0.2742,-0.03702,-0.13868,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Salinity,Surface,Lab,FALSE,286,4,2000,2003,2000-08-15T08:00:00Z,2003-02-19T12:45:00Z,18.35,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Secchi Depth,All,Field,TRUE,28787,31,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,-0.8,TRUE,0.14333,0.00044,0.0033,-0.85385,27.5685,0.0038,0.00558,0.00165,1,1,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Total Nitrogen,All,Lab,TRUE,2874,25,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,0.611,TRUE,0.1175,0.02856,0.00337,0.54867,16.9511,0.1093,0.00603,0.00032,1,1,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Total Nitrogen,Bottom,Lab,FALSE,68,7,2000,2022,2000-08-15T10:31:00Z,2022-09-01T11:35:00Z,0.5755,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Total Nitrogen,Surface,Lab,TRUE,2041,25,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,0.61,TRUE,0.18375,0.00059,0.00544,0.52093,11.2084,0.426,0.00872,0.00267,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Total Phosphorus,All,Lab,TRUE,2977,24,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,0.031,TRUE,0.06685,0.25534,0.00015,0.02551,10.5847,0.4787,0.00039,-0.00009,0,1,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Total Phosphorus,Bottom,Lab,FALSE,93,7,2000,2022,2000-08-15T10:31:00Z,2022-09-01T11:35:00Z,0.044,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Total Phosphorus,Surface,Lab,TRUE,2095,24,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,0.031,TRUE,0.12803,0.0226,0.0003,0.0211,8.4483,0.6727,0.00059,0.00004,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Total Suspended Solids,All,Lab,TRUE,2579,17,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,10,TRUE,0.02597,0.82294,0.0349,10.67726,10.9566,0.4469,0.20346,-0.17671,0,1,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Total Suspended Solids,Bottom,Lab,FALSE,14,5,2001,2022,2001-03-12T15:30:00Z,2022-09-01T11:35:00Z,14,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Total Suspended Solids,Surface,Lab,TRUE,1779,17,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,9,TRUE,0.12581,0.06485,0.14828,2.41287,10.4767,0.4881,0.35334,-0.00074,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,All,All,TRUE,18542,32,1992,2025,1992-02-25T10:00:00Z,2025-09-17T11:34:00Z,5.6,TRUE,-0.01425,0.73766,-0.00658,6.74405,20.2319,0.0423,0.03987,-0.04382,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,All,Field,TRUE,2618,26,2000,2025,2000-09-13T09:38:00Z,2025-09-17T11:34:00Z,6,TRUE,-0.14253,0.00529,-0.09716,8.83026,6.265,0.8551,-0.02623,-0.18136,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,All,Lab,TRUE,15924,28,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,5.6,TRUE,-0.01893,0.74006,-0.00677,6.51601,14.4877,0.2072,0.0601,-0.07464,0,1,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,Bottom,All,TRUE,543,17,2000,2025,2000-09-13T09:38:00Z,2025-09-17T11:34:00Z,7.65,TRUE,-0.16204,0.04875,-0.16022,10.80281,5.9996,0.8734,-0.00043,-0.36083,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,Bottom,Field,TRUE,529,17,2000,2025,2000-09-13T09:38:00Z,2025-09-17T11:34:00Z,7.65,TRUE,-0.14413,0.08068,-0.17941,11.53273,7.196,0.783,0.0188,-0.4091,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,Bottom,Lab,FALSE,14,5,2001,2022,2001-03-12T15:30:00Z,2022-09-01T11:35:00Z,7.35,,,,,,,,,,,0,2,Insufficient data
2,Apalachicola Bay Aquatic Preserve,Turbidity,Surface,All,TRUE,17999,32,1992,2025,1992-02-25T10:00:00Z,2025-09-17T11:34:00Z,5.6,TRUE,-0.08557,0.03666,-0.04383,7.16158,14.6913,0.1971,-0.00208,-0.08747,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,Surface,Field,TRUE,2089,26,2000,2025,2000-09-13T09:38:00Z,2025-09-17T11:34:00Z,5.6,TRUE,-0.19038,0.00015,-0.14717,8.94091,8.6958,0.6499,-0.06958,-0.22394,-1,0,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,Turbidity,Surface,Lab,TRUE,15910,28,1992,2025,1992-02-25T10:00:00Z,2025-09-04T12:30:00Z,5.6,TRUE,-0.0348,0.52129,-0.01672,6.483,14.9657,0.1841,0.05,-0.0839,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Water Temperature,All,Field,TRUE,62742,37,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,24,TRUE,0.10877,0.0033,0.02159,21.04235,6.4075,0.8448,0.03605,0.00849,1,1,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,Water Temperature,Bottom,Field,TRUE,15558,33,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,24.4,TRUE,0.07314,0.06439,0.01768,22.18235,4.0605,0.9681,0.03808,-0.00149,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,Water Temperature,Surface,Field,TRUE,40217,37,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,23.9,TRUE,0.11233,0.0024,0.0236,21.10228,4.2085,0.9634,0.0376,0.00848,1,0,1,Increasing trend
2,Apalachicola Bay Aquatic Preserve,pH,All,Field,TRUE,42704,35,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,8,TRUE,-0.29718,0,-0.00898,8.28476,10.2882,0.5047,-0.00706,-0.01086,-1,1,-1,Decreasing trend
2,Apalachicola Bay Aquatic Preserve,pH,Bottom,Field,TRUE,907,25,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,8,TRUE,-0.10549,0.13285,-0.00585,8.21504,15.8968,0.145,0.00153,-0.01263,0,0,0,No detectable trend
2,Apalachicola Bay Aquatic Preserve,pH,Surface,Field,TRUE,34860,35,1964,2025,1964-09-23T00:00:00Z,2025-09-17T11:34:00Z,8,TRUE,-0.28009,0,-0.00811,8.25682,8.3353,0.683,-0.00613,-0.01039,-1,0,-1,Decreasing trend
3,Apalachicola National Estuarine Research Reserve,"Chlorophyll a, Corrected for Pheophytin",All,Lab,TRUE,3877,27,1999,2025,1999-10-14T11:15:00Z,2025-09-04T12:30:00Z,7.5,TRUE,0.51683,0,0.43636,-0.78714,5.887,0.8808,0.49324,0.37977,1,1,1,Increasing trend
3,Apalachicola National Estuarine Research Reserve,"Chlorophyll a, Corrected for Pheophytin",Bottom,Lab,FALSE,135,9,1999,2024,1999-10-14T11:15:00Z,2024-11-20T11:05:00Z,2.4,,,,,,,,,,,0,2,Insufficient data
3,Apalachicola National Estuarine Research Reserve,"Chlorophyll a, Corrected for Pheophytin",Surface,Lab,TRUE,2817,26,2000,2025,2000-04-11T11:30:00Z,2025-09-04T12:30:00Z,6.7,TRUE,0.52712,0,0.41023,0.10017,9.1211,0.6107,0.45547,0.35601,1,0,1,Increasing trend
3,Apalachicola National Estuarine Research Reserve,"Chlorophyll a, Uncorrected for Pheophytin",All,Lab,TRUE,3216,25,2000,2025,2000-08-16T00:00:00Z,2025-09-04T12:30:00Z,10,TRUE,0.41262,0,0.52381,1.12156,9.359,0.5888,0.64864,0.42606,1,1,1,Increasing trend
3,Apalachicola National Estuarine Research Reserve,"Chlorophyll a, Uncorrected for Pheophytin",Bottom,Lab,FALSE,16,5,2018,2024,2018-03-05T12:45:00Z,2024-11-20T11:05:00Z,9.85,,,,,,,,,,,0,2,Insufficient data
3,Apalachicola National Estuarine Research Reserve,"Chlorophyll a, Uncorrected for Pheophytin",Surface,Lab,TRUE,2275,25,2000,2025,2000-08-16T00:00:00Z,2025-09-04T12:30:00Z,9.5,TRUE,0.4385,0,0.47721,0.08762,11.0381,0.4401,0.57172,0.36732,1,0,1,Increasing trend
3,Apalachicola National Estuarine Research Reserve,Colored Dissolved Organic Matter,All,Lab,TRUE,183,13,2007,2025,2007-04-18T00:00:00Z,2025-09-04T12:30:00Z,23,TRUE,0.20495,0.00359,2.1,9.63015,20.646,0.0372,3.60508,0.64298,1,1,1,Increasing trend
3,Apalachicola National Estuarine Research Reserve,Colored Dissolved Organic Matter,Bottom,Lab,FALSE,7,2,2018,2024,2018-03-05T12:45:00Z,2024-11-20T11:05:00Z,73,,,,,,,,,,,0,2,Insufficient data
3,Apalachicola National Estuarine Research Reserve,Colored Dissolved Organic Matter,Surface,Lab,TRUE,176,13,2007,2025,2007-04-18T00:00:00Z,2025-09-04T12:30:00Z,22,TRUE,0.10019,0.11486,0.97222,25.81756,19.3745,0.0547,2.22052,-0.26525,0,0,0,No detectable trend
3,Apalachicola National Estuarine Research Reserve,Dissolved Oxygen,All,Field,TRUE,82148,34,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,7.5,TRUE,-0.08287,0.02525,-0.00885,7.66871,13.7546,0.2469,-0.0009,-0.01724,-1,1,-1,Decreasing trend
3,Apalachicola National Estuarine Research Reserve,Dissolved Oxygen,Bottom,Field,TRUE,16785,33,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,7.2,TRUE,-0.14714,0.00008,-0.02783,7.95116,9.5451,0.5717,-0.01437,-0.03965,-1,0,-1,Decreasing trend
3,Apalachicola National Estuarine Research Reserve,Dissolved Oxygen,Surface,Field,TRUE,52196,34,1992,2025,1992-07-22T00:00:00Z,2025-09-17T11:34:00Z,7.8,TRUE,-0.06942,0.06398,-0.00803,7.90184,14.6029,0.2014,0.00039,-0.01609,0,0,0,No detectable trend
3,Apalachicola National Estuarine Research Reserve,Dissolved Oxygen Saturation,All,Field,TRUE,5833,26,2000,2025,2000-07-25T09:35:00Z,2025-09-17T11:34:00Z,91.4,TRUE,-0.09071,0.05153,-0.15814,91.53316,30.1789,0.0015,0.0037,-0.30686,0,1,0,No detectable trend
