AreaID|ManagedAreaName|ParameterName|ShellType|SizeClass|HabitatType|N_Years|SufficientData|EarliestLiveDate|LatestLiveDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs|Intercept|ModelEstimate|StandardError|LowerConfidence|UpperConfidence
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|9|TRUE|1959|2011|2018-10-05T20:54:58Z|2012|25|74.84|35.845|39.5530715705765|12.3784675499425|Historical Oyster Body Size (HOBS) Study|5035|||||
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Dead Oyster Shells||Natural|9|TRUE|1959|2011|2018-10-05T20:54:58Z|1006|7.7|24.99|21.27|20.5236083499006|3.45848389434628|Historical Oyster Body Size (HOBS) Study|5035|||||
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|1|FALSE|2021|2021|2021-12-31T00:00:00Z|9|76|91|83|82.5555555555556|4.8762462794426|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|1|FALSE|2021|2021|2021-12-31T00:00:00Z|462|25|73|40|42.1450216450216|12.2280644766667|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|1|FALSE|2021|2021|2021-12-31T00:00:00Z|231|4|24|16|15.9350649350649|5.21953936582696|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
8|Boca Ciega Bay Aquatic Preserve|Density|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|30|0|2432|664|748.8|510.020310616528|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
8|Boca Ciega Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|30|0|49|20.45455|22.7888893333333|14.0485665976024|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
8|Boca Ciega Bay Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|9|75|85|80|80.3333333333333|3|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
8|Boca Ciega Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|701|25|74|39|39.981455064194|11.0606612380373|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
8|Boca Ciega Bay Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|388|4|24|17|15.8711340206186|5.41448833981495|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020|||||
14|Estero Bay Aquatic Preserve|Density|Live Oyster Shells||Natural|11|TRUE|2014|2024|2024-01-26T00:00:00Z|338|0|6768|552|739.491124260355|891.920244457382|Estero Bay Oyster Monitoring|4042|7.06341904578515|-0.813110566997888|0.0279704946018484|-0.061985554354361|0.0460680463874336
14|Estero Bay Aquatic Preserve|Density|Live Oyster Shells||Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|30|0|1920|176|413.733333333333|517.236885191204|SCCF Oyster Restoration Monitoring|4012|||||
14|Estero Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|9|TRUE|2016|2024|2024-01-26T00:00:00Z|257|0|81|26|28.2490272373541|22.2357804155973|Estero Bay Oyster Monitoring|4042|0.56545758758075|-3.14034282339302|0.0085418388176844|-0.0486847239375707|-0.0157755745103617
14|Estero Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|30|0|92.1875|63.49385|57.7237633333333|22.3036420489861|SCCF Oyster Restoration Monitoring|4012|||||
14|Estero Bay Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|23|TRUE|1970|2013|2018-10-30T18:58:41Z|332|75.01|136.42|82.875|85.6267469879518|9.88421389135175|Historical Oyster Body Size (HOBS) Study|5035|||||
14|Estero Bay Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|24|TRUE|1970|2013|2018-10-30T18:58:41Z|6086|25|74.98|38.3|41.5073923759448|12.9453993294535|Historical Oyster Body Size (HOBS) Study|5035|||||
14|Estero Bay Aquatic Preserve|Shell Height|Dead Oyster Shells||Natural|24|TRUE|1970|2013|2018-10-30T18:58:41Z|2462|8.79|24.99|21.47|20.8336433793664|3.18407842109217|Historical Oyster Body Size (HOBS) Study|5035|||||
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|10|TRUE|2014|2024|2024-01-23T00:00:00Z|70|75|109|82|83.8264285714286|8.12444353246518|Estero Bay Oyster Monitoring|4042|27.433256929409|0.651207940497121|1.81398746005965|-2.75660246957633|4.53379203965243
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|47|75.14|106.61|80.4|83.3931914893617|7.49495543577637|SCCF Oyster Restoration Monitoring|4012|||||
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|11|TRUE|2014|2024|2024-01-26T00:00:00Z|3561|25|74.82|39|41.0023055321539|11.2589344369233|Estero Bay Oyster Monitoring|4042|84.427042421975|-1.07949077381429|0.281160351821032|-1.65334383429319|-0.550984656253816
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|824|25.04|74.91|40.34|42.592572815534|12.782864609995|SCCF Oyster Restoration Monitoring|4012|||||
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|11|TRUE|2014|2024|2024-01-26T00:00:00Z|2612|0|24.98|15.625|15.5325382848392|5.35399180913558|Estero Bay Oyster Monitoring|4042|||||
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells||Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|292|3.29|24.97|19.2|18.7112328767123|4.44356276215195|SCCF Oyster Restoration Monitoring|4012|||||
19|Guana River Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|6|TRUE|2014|2022|2022-03-18T00:00:00Z|430|0|6848|912|1139.90697674419|954.387747552579|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|8.82363152327558|-8.58144365852222|0.0176671209200319|-0.124746616031269|-0.0548919855586219
19|Guana River Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|6|TRUE|2014|2022|2022-03-18T00:00:00Z|840|0|64|25|25.2470238095238|12.1311364948779|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|-1.44911760405044|1.1343099742541|0.00473585385570526|0.00197185266120099|0.020597483068574
19|Guana River Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|8|TRUE|1998|2012|2018-09-11T22:25:14Z|600|75.12|146.25|90.715|93.6535833333333|14.1389577127073|Historical Oyster Body Size (HOBS) Study|5035|||||
19|Guana River Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|8|TRUE|1998|2012|2018-09-11T22:25:14Z|1138|25|74.95|48.35|49.0657908611599|14.5179227884593|Historical Oyster Body Size (HOBS) Study|5035|||||
19|Guana River Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells||Natural|8|TRUE|1998|2012|2018-09-11T22:25:14Z|136|13.57|24.94|22.35|21.8611029411765|2.35769431398846|Historical Oyster Body Size (HOBS) Study|5035|||||
19|Guana River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|6|TRUE|2014|2022|2022-03-18T00:00:00Z|2547|75|163|85.8|89.459234393404|12.9655527326007|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|11.8696098338517|1.15241079774444|0.549085706691658|0.103368914578995|2.2788142062298
19|Guana River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|6|TRUE|2014|2022|2022-03-18T00:00:00Z|15904|25|74.9|42.9|44.880366888833|13.6865963574077|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|48.1609394137246|-1.84908065993891|0.903802047990248|-3.77286485517008|-0.185007229471599
19|Guana River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|6|TRUE|2014|2022|2022-03-17T00:00:00Z|9497|0.7|24.92|12|12.8264178161525|6.19455973215893|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Density|Live Oyster Shells||Natural|8|TRUE|2014|2024|2024-03-14T00:00:00Z|1258|0|11104|784|1076.60413354531|1094.95924258687|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|14.5689433114739|-12.7848925955718|0.0108245312708504|-0.157468468041172|-0.114859835712309
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Percent Live|Live Oyster Shells||Natural|8|TRUE|2014|2024|2024-03-14T00:00:00Z|2064|0|76|23|23.4072189922481|12.6497809099912|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|0.0996523986260446|-2.44982665634885|0.00289054135181493|-0.0305757268628126|-0.0190607230284678
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Dead Oyster Shells|>75mm|Natural|23|TRUE|1749|2013|2018-09-11T22:25:14Z|881|75.12|146.25|88.51|91.859046538025|13.4479954910106|Historical Oyster Body Size (HOBS) Study|5035|||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|23|TRUE|1749|2013|2018-09-11T22:25:14Z|4639|25|74.95|39.29|42.5906165121794|13.53208888971|Historical Oyster Body Size (HOBS) Study|5035|||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Dead Oyster Shells||Natural|23|TRUE|1749|2013|2018-09-11T22:25:14Z|1432|9.35|24.99|21.84|21.2883030726257|2.86024904190834|Historical Oyster Body Size (HOBS) Study|5035|||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Live Oyster Shells|>75mm|Natural|8|TRUE|2014|2024|2024-03-14T00:00:00Z|5782|75|237.2|85.3|88.8068868903494|12.6394746168176|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|-1.95556782024281|0.561988537675034|0.372214764183155|-0.176759541889197|1.29772460326394
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Live Oyster Shells|25-75mm|Natural|8|TRUE|2014|2024|2024-03-14T00:00:00Z|44101|25|74.9|42.2|44.4714953175665|13.5678334044393|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|-31.0574749756206|0.840992920425099|0.440891657361379|-0.0283406257218551|1.6895397397188
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Live Oyster Shells||Natural|7|TRUE|2014|2023|2023-02-14T00:00:00Z|26077|0.7|24.92|13.3|13.7054266211604|6.04891730850321|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017|||||
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Density|Live Oyster Shells||Natural|5|TRUE|2017|2022|2022-08-08T00:00:00Z|18|0|1840|456|616|564.679607231862|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|7.15022445324828|-22.2597817149442|0.831008449524562|-2.01774393803872|1.39221065835579
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|5|TRUE|2017|2022|2022-08-08T00:00:00Z|90|0|56.79012346|14.81481481|15.8191345947778|14.1268620322967|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|-0.171657965175471|-22.9768422109423|0.0165189290559254|-0.293242359857383|-0.229340083718749
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shell Height|Dead Oyster Shells||Natural|0|FALSE|||2022-08-08T00:00:00Z|173|0|92|45|44.6271676300578|18.4302112809721|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|||||
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|3|FALSE|2018|2021|2021-06-21T00:00:00Z|11|75|83|78|79|2.5298221281347|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|||||
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|5|TRUE|2017|2022|2022-08-08T00:00:00Z|382|25|74|42|43.282722513089|11.7839213790298|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|31.7703847466776|1.5154252070818|0.947829739184161|-0.1575849213468|3.5387761403349
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|5|TRUE|2017|2022|2022-08-08T00:00:00Z|93|0|24.5|19|18.0268817204301|4.5315114040928|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Density|Live Oyster Shells||Natural|8|TRUE|2016|2024|2024-06-05T00:00:00Z|93|0|1120|416|399.311827956989|272.489727708046|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|13.1970599267704|-11.4204856065857|0.0571435749493856|-0.23628638793328|-0.0139738691054216
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|8|TRUE|2016|2024|2024-06-05T00:00:00Z|479|0|51.85185185|7.40740741|12.268541411524|12.0915738020233|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|8.39531839653036|-16.6627415102484|0.00667555952353176|-0.195657338814553|-0.169215801259335
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|7|TRUE|1961|2010|2018-09-13T21:50:58Z|90|75.09|125.69|85.085|88.7348888888889|12.306783663688|Historical Oyster Body Size (HOBS) Study|5035|||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|7|TRUE|1961|2010|2018-09-13T21:50:58Z|1506|25|74.86|35.065|38.8865338645418|12.3774644784301|Historical Oyster Body Size (HOBS) Study|5035|||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Dead Oyster Shells||Natural|7|TRUE|||2024-06-05T00:00:00Z|1779|0|97|23.57|30.6905227655987|16.2076094457136|Historical Oyster Body Size (HOBS) Study, Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016, 5035|||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|7|TRUE|2016|2024|2024-06-04T00:00:00Z|68|75|113|82.5|84.625|8.70339400258193|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|223.441261484589|-2.70767937420794|2.58985210054359|-8.62249250709132|1.51479064558687
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|8|TRUE|2016|2024|2024-06-05T00:00:00Z|1550|25|74|43|44.406935483871|12.3744407427162|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|79.4629007586611|-0.751589879413304|0.343222283580714|-1.43605154380587|-0.0719855921185328
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Live Oyster Shells||Natural|8|TRUE|2016|2024|2024-06-05T00:00:00Z|460|0|24.5|19|17.2467391304348|5.07978181060424|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|||||
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Density|Live Oyster Shells||Natural|4|FALSE|2016|2019|2019-06-11T00:00:00Z|12|16|1120|232|370.666666666667|337.474398580055|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016|||||
