AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|SampleDate|ParameterName|Year|Month|SpeciesRichness
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1508B|2010-08-29T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1509B|2010-07-28T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1509B|2010-07-29T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1509B|2010-08-29T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1510B|2012-07-08T00:00:00Z|Species Richness|2012|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1513B|2013-09-08T00:00:00Z|Species Richness|2013|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1516B|2010-08-21T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1520B|2014-10-08T00:00:00Z|Species Richness|2014|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1521B|2010-07-28T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1522B|2004-12-01T00:00:00Z|Species Richness|2004|12|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1522B|2011-05-12T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1523B|2011-07-19T00:00:00Z|Species Richness|2011|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1524B|2009-05-23T00:00:00Z|Species Richness|2009|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1531B|2011-07-17T00:00:00Z|Species Richness|2011|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1542B|2012-10-20T00:00:00Z|Species Richness|2012|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1543B|2009-08-30T00:00:00Z|Species Richness|2009|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1548B|2010-08-09T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1551B|2009-11-01T00:00:00Z|Species Richness|2009|11|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1554B|2012-05-26T00:00:00Z|Species Richness|2012|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1555B|2013-04-27T00:00:00Z|Species Richness|2013|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1556B|2013-04-27T00:00:00Z|Species Richness|2013|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1557B|2010-09-26T00:00:00Z|Species Richness|2010|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1560B|2009-11-22T00:00:00Z|Species Richness|2009|11|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1561B|2009-08-08T00:00:00Z|Species Richness|2009|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1562B|2009-05-25T00:00:00Z|Species Richness|2009|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1563B|2010-07-29T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1573B|2010-05-18T00:00:00Z|Species Richness|2010|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1577B|2009-03-08T00:00:00Z|Species Richness|2009|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1578B|2010-08-13T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1579B|2009-08-13T00:00:00Z|Species Richness|2009|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1579B|2010-08-13T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1580B|2010-05-20T00:00:00Z|Species Richness|2010|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1580B|2010-06-20T00:00:00Z|Species Richness|2010|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1581B|2005-07-25T00:00:00Z|Species Richness|2005|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1585B|2010-08-02T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1587B|2010-04-24T00:00:00Z|Species Richness|2010|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1588B|2010-07-24T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1592B|2010-08-25T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1594B|2010-08-08T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1595B|2012-07-29T00:00:00Z|Species Richness|2012|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1598B|2011-05-07T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1599B|2009-10-14T00:00:00Z|Species Richness|2009|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1600B|2009-09-13T00:00:00Z|Species Richness|2009|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1602B|2010-03-28T00:00:00Z|Species Richness|2010|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1604B|2011-07-23T00:00:00Z|Species Richness|2011|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1606B|2013-03-16T00:00:00Z|Species Richness|2013|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1608B|2010-07-24T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1609B|2009-12-07T00:00:00Z|Species Richness|2009|12|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1611B|2012-05-27T00:00:00Z|Species Richness|2012|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1612B|2017-03-09T00:00:00Z|Species Richness|2017|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1613B|2012-08-18T00:00:00Z|Species Richness|2012|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1616B|2011-10-11T00:00:00Z|Species Richness|2011|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1617B|2010-08-03T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1618B|2011-10-12T00:00:00Z|Species Richness|2011|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1619B|2011-06-13T00:00:00Z|Species Richness|2011|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1620B|2009-12-01T00:00:00Z|Species Richness|2009|12|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1621B|2009-06-06T00:00:00Z|Species Richness|2009|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1621B|2009-11-21T00:00:00Z|Species Richness|2009|11|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1622B|2010-08-18T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1623B|2012-09-22T00:00:00Z|Species Richness|2012|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1624B|2010-09-11T00:00:00Z|Species Richness|2010|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1625B|2010-10-10T00:00:00Z|Species Richness|2010|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1628B|2013-04-15T00:00:00Z|Species Richness|2013|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1628B|2015-05-20T00:00:00Z|Species Richness|2015|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1632B|1985-10-16T00:00:00Z|Species Richness|1985|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1635B|2010-07-13T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1638B|2010-07-28T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1638B|2010-08-21T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1638B|2010-08-27T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1638B|2011-08-06T00:00:00Z|Species Richness|2011|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1639B|2015-10-02T00:00:00Z|Species Richness|2015|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1640B|2011-05-23T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1641B|2011-04-12T00:00:00Z|Species Richness|2011|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1642B|2013-08-14T00:00:00Z|Species Richness|2013|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1643B|2013-03-02T00:00:00Z|Species Richness|2013|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1644B|2011-04-12T00:00:00Z|Species Richness|2011|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1644B|2011-05-23T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1644B|2011-05-25T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1645B|2018-02-02T00:00:00Z|Species Richness|2018|2|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1646B|2010-09-02T00:00:00Z|Species Richness|2010|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1647B|2015-07-01T00:00:00Z|Species Richness|2015|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1649B|2012-05-26T00:00:00Z|Species Richness|2012|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1650B|2011-05-05T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1651B|2009-06-02T00:00:00Z|Species Richness|2009|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1652B|2011-05-17T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1653B|2011-05-17T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1655B|2010-06-06T00:00:00Z|Species Richness|2010|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1656B|2014-12-17T00:00:00Z|Species Richness|2014|12|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1657B|2011-05-05T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2009-06-17T00:00:00Z|Species Richness|2009|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2009-07-26T00:00:00Z|Species Richness|2009|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2010-05-31T00:00:00Z|Species Richness|2010|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2010-06-19T00:00:00Z|Species Richness|2010|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2010-07-17T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2010-07-28T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1658B|2011-06-26T00:00:00Z|Species Richness|2011|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1659B|2011-04-14T00:00:00Z|Species Richness|2011|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1660B|2011-05-05T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1661B|2011-05-13T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1662B|2010-10-28T00:00:00Z|Species Richness|2010|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1663B|2014-10-10T00:00:00Z|Species Richness|2014|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1665B|2011-04-15T00:00:00Z|Species Richness|2011|4|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1666B|2010-08-04T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1668B|2014-10-10T00:00:00Z|Species Richness|2014|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1669B|2011-05-06T00:00:00Z|Species Richness|2011|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1671B|2013-10-27T00:00:00Z|Species Richness|2013|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1673B|2012-08-31T00:00:00Z|Species Richness|2012|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1675B|2010-08-07T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1682B|2011-02-11T00:00:00Z|Species Richness|2011|2|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1684B|2012-07-01T00:00:00Z|Species Richness|2012|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1685B|2016-08-06T00:00:00Z|Species Richness|2016|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1686B|2009-09-04T00:00:00Z|Species Richness|2009|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1687B|2010-03-01T00:00:00Z|Species Richness|2010|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1687B|2011-09-10T00:00:00Z|Species Richness|2011|9|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1690B|2010-08-19T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1691B|2010-06-05T00:00:00Z|Species Richness|2010|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1692B|2012-11-08T00:00:00Z|Species Richness|2012|11|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1693B|2014-06-22T00:00:00Z|Species Richness|2014|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1694B|2014-07-04T00:00:00Z|Species Richness|2014|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1695B|2010-07-27T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1696B|2011-06-02T00:00:00Z|Species Richness|2011|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1697B|2010-08-01T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1700B|2009-06-17T00:00:00Z|Species Richness|2009|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1701B|2010-08-07T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1702B|2015-01-17T00:00:00Z|Species Richness|2015|1|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1703B|2009-01-22T00:00:00Z|Species Richness|2009|1|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1705B|2010-05-09T00:00:00Z|Species Richness|2010|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1705B|2010-12-21T00:00:00Z|Species Richness|2010|12|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1706B|2010-11-23T00:00:00Z|Species Richness|2010|11|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1709B|2011-03-01T00:00:00Z|Species Richness|2011|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1710B|2010-05-29T00:00:00Z|Species Richness|2010|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1711B|2010-05-08T00:00:00Z|Species Richness|2010|5|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1712B|2010-07-28T00:00:00Z|Species Richness|2010|7|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1713B|2013-10-13T00:00:00Z|Species Richness|2013|10|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1714B|2011-03-25T00:00:00Z|Species Richness|2011|3|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1714B|2011-06-02T00:00:00Z|Species Richness|2011|6|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1717B|2010-08-15T00:00:00Z|Species Richness|2010|8|2
12|Southeast Florida Coral Reef Ecosystem Conservation Area|379|Nonindigenous Aquatic Species Database|1718B|2011-04-19T00:00:00Z|Species Richness|2011|4|2
