AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|ParameterName|MonitoringID|RelativeDepth|N_Data|N_Years|EarliestYear|LatestYear|LastSampleDate|Median|SufficientData|Independent|tau|p|SennSlope|SennIntercept|ChiSquared|pChiSquared|Trend|Website
1|Alligator Harbor Aquatic Preserve|468|Central Panhandle Aquatic Preserves Continuous Water Quality Monitoring|CPFS|Salinity|2|bottom|31778|3|2019|2021|2021-01-29T11:15:00Z|30.6|FALSE|||NA||||||1
1|Alligator Harbor Aquatic Preserve|468|Central Panhandle Aquatic Preserves Continuous Water Quality Monitoring|CPFS|Turbidity|3|bottom|30018|3|2019|2021|2021-01-29T11:15:00Z|4|FALSE|||NA||||||1
1|Alligator Harbor Aquatic Preserve|468|Central Panhandle Aquatic Preserves Continuous Water Quality Monitoring|CPFS|Water Temperature|3|bottom|38119|3|2019|2021|2021-01-29T11:15:00Z|24.5|FALSE|||NA||||||1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Dissolved Oxygen|4|bottom|588608|23|2002|2024|2024-02-12T03:15:00Z|7.3|TRUE|TRUE|-0.127|0.0060|-0.0141251366190301|7.46968953100481|10.7741|0.4624|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Dissolved Oxygen Saturation|7|bottom|592057|23|2002|2024|2024-02-12T03:15:00Z|94.8|TRUE|TRUE|-0.0822|0.0788|-0.126584372155598|96.8205661392743|12.6318|0.3181|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|pH|8|bottom|569023|23|2002|2024|2024-02-12T03:15:00Z|8|TRUE|TRUE|-0.1126|0.0131|-0.00382222649885386|8.04122202882595|10.7993|0.4602|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Salinity|6|bottom|586052|23|2002|2024|2024-02-12T03:15:00Z|22.1|TRUE|TRUE|-0.0331|0.4487|-0.0367757452337891|22.3597028424908|8.3821|0.6787|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Turbidity|5|bottom|575230|23|2002|2024|2024-02-12T03:15:00Z|10|TRUE|TRUE|0.002|0.9655|0.00364761345189333|16.2144208727709|11.5743|0.3965|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Water Temperature|7|bottom|611217|23|2002|2024|2024-02-12T03:15:00Z|23.2|TRUE|TRUE|0.1307|0.0037|0.0275117734814464|22.8853507864607|7.7075|0.7392|1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Dissolved Oxygen|6|bottom|630825|30|1995|2024|2024-02-12T03:00:00Z|6.9|TRUE|TRUE|-0.2896|0.0000|-0.0642628540273539|7.63888288793491|8.3136|0.685|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Dissolved Oxygen Saturation|8|bottom|626646|30|1995|2024|2024-02-12T03:00:00Z|85|TRUE|TRUE|-0.2623|0.0000|-0.691894167758772|91.6725942576644|4.0833|0.9674|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|pH|6|bottom|683408|30|1995|2024|2024-02-12T03:00:00Z|7.6|TRUE|TRUE|-0.1091|0.0049|-0.00642436739330351|7.6533632278558|5.9238|0.8784|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Salinity|7|bottom|712575|30|1995|2024|2024-02-12T03:00:00Z|9.9|TRUE|TRUE|0.0367|0.3779|0.0210472187201114|9.50346655036844|11.6363|0.3916|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Turbidity|4|bottom|601147|26|1997|2024|2024-02-12T03:00:00Z|13|TRUE|TRUE|-0.2146|0.0000|-0.239084286040317|19.7369776749621|13.1971|0.2806|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Water Temperature|8|bottom|727646|30|1995|2024|2024-02-12T03:00:00Z|24.1|TRUE|TRUE|0.1304|0.0009|0.0224277553763441|23.0032189761141|4.7759|0.9415|1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Dissolved Oxygen|7|bottom|681262|30|1995|2024|2024-02-02T09:30:00Z|6.8|TRUE|TRUE|-0.1868|0.0000|-0.035702024324586|7.29766904470429|7.9134|0.721|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Dissolved Oxygen Saturation|5|bottom|682431|30|1995|2024|2024-02-02T09:30:00Z|83.9|TRUE|TRUE|-0.1475|0.0001|-0.35705213190531|86.1174742318178|9.1684|0.6063|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|pH|4|bottom|688178|30|1995|2024|2024-02-02T09:30:00Z|7.5|TRUE|TRUE|-0.1357|0.0004|-0.00858347228660104|7.61096684152931|2.5438|0.9955|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Salinity|4|bottom|725430|30|1995|2024|2024-02-02T09:30:00Z|7.5|TRUE|TRUE|0.053|0.1880|0.0322192143983535|7.1766489938604|10.54|0.4826|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Turbidity|6|bottom|669279|29|1996|2024|2024-02-02T09:30:00Z|9|TRUE|TRUE|-0.1736|0.0000|-0.126730037227387|11.5763587148361|11.4231|0.4085|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Water Temperature|4|bottom|734660|30|1995|2024|2024-02-02T09:30:00Z|24.1|TRUE|TRUE|0.1731|0.0000|0.0368642589443265|22.716640648704|5.3278|0.9143|1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Dissolved Oxygen|8|bottom|228250|8|2017|2024|2024-02-02T08:15:00Z|6.4|TRUE|TRUE|-0.1783|0.0498|-0.0641371714456392|6.60881463100875|9.8334|0.5454|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Dissolved Oxygen Saturation|6|bottom|228186|8|2017|2024|2024-02-02T08:15:00Z|75|TRUE|TRUE|-0.1993|0.0270|-0.909755537760087|75.3714532496039|9.9699|0.5331|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|pH|7|bottom|230318|8|2017|2024|2024-02-02T08:15:00Z|7.1|TRUE|TRUE|-0.0886|0.3371|-0.0126471320111674|7.13407544048136|12.5424|0.3243|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Salinity|8|bottom|240151|8|2017|2024|2024-02-02T08:15:00Z|0.1|TRUE|TRUE|0.1805|0.0494|0.0115487391193036|0.0990676703022461|8.7159|0.6481|2|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Turbidity|8|bottom|214143|8|2017|2024|2024-02-02T08:15:00Z|12|TRUE|TRUE|0.3275|0.0004|1.79614415322581|8.06774747803832|8.1173|0.7028|2|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Water Temperature|6|bottom|240151|8|2017|2024|2024-02-02T08:15:00Z|22.5|TRUE|TRUE|-0.0709|0.3807|-0.0447855062724013|23.7763131734073|13.5468|0.2591|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Dissolved Oxygen|5|bottom|232084|8|2017|2024|2024-02-02T11:15:00Z|6.9|TRUE|TRUE|0.1584|0.0727|0.0659594871560119|6.51577831447914|16.466|0.1247|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Dissolved Oxygen Saturation|4|bottom|235540|8|2017|2024|2024-02-02T11:15:00Z|94.4|TRUE|TRUE|0.1783|0.0408|0.569920704728045|90.9594236344037|14.6208|0.2005|1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|pH|5|bottom|231974|8|2017|2024|2024-02-02T11:15:00Z|8.1|TRUE|TRUE|-0.1417|0.1441|-0.0081153760653326|8.13364853475985|11.865|0.3739|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Salinity|5|bottom|234391|8|2017|2024|2024-02-02T11:15:00Z|26.6|TRUE|TRUE|-0.0255|0.8347|-0.0186066031131087|26.8174269795843|5.677|0.894|0|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Turbidity|7|bottom|223412|8|2017|2024|2024-02-02T11:15:00Z|7|TRUE|TRUE|-0.2155|0.0158|-0.483769279573178|11.669608180065|5.3517|0.9129|-1|1
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Water Temperature|5|bottom|237844|8|2017|2024|2024-02-02T11:15:00Z|23|TRUE|TRUE|-0.1019|0.2598|-0.063150598383421|23.9346925728989|14.298|0.2169|0|1
3|Apalachicola National Estuarine Research Reserve|5|National Data Buoy Center|APCF1|Water Temperature|16|surface|1266969|19|2005|2023|2023-12-31T23:54:00Z|23.4|TRUE|TRUE|0.1161|0.0418|0.0416442776411915|22.8515011224967|4.551|0.9509|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apabpwq|Dissolved Oxygen|15|bottom|116850|5|2020|2024|2024-02-01T11:00:00Z|6.6|TRUE|TRUE|0.0078|0.8220|0.00810594823596622|6.56315295024314|14.9571|0.1845|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apabpwq|Dissolved Oxygen Saturation|12|bottom|116850|5|2020|2024|2024-02-01T11:00:00Z|76.6|TRUE|TRUE|0.2093|0.1770|0.466924387808263|76.929599149191|12.8602|0.3026|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apabpwq|pH|13|bottom|115611|5|2020|2024|2024-02-01T11:00:00Z|7.1|TRUE|TRUE|0.2403|0.1770|0.0357986111111108|6.99771048471039|18.466|0.0714|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apabpwq|Salinity|13|bottom|116849|5|2020|2024|2024-02-01T11:00:00Z|0.1|TRUE|TRUE|0.2868|0.0272|0.00974462365591398|0.0721034842700521|12.6121|0.3194|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apabpwq|Turbidity|15|bottom|116845|5|2020|2024|2024-02-01T11:00:00Z|11|TRUE|TRUE|-0.0698|0.6527|-0.154446995487293|11.0313306697595|8.0952|0.7047|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apabpwq|Water Temperature|15|bottom|116849|5|2020|2024|2024-02-01T11:00:00Z|22.3|TRUE|TRUE|0.2868|0.1152|0.45781512605042|22.0477176144689|8.8041|0.64|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpwq|Dissolved Oxygen|9|bottom|583404|23|2002|2024|2024-02-02T10:15:00Z|7.1|TRUE|TRUE|0.1468|0.0010|0.0179681052445992|7.01185496116996|34.6318|3e-04|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpwq|Dissolved Oxygen Saturation|13|bottom|584932|23|2002|2024|2024-02-02T10:15:00Z|94.1|TRUE|TRUE|0.1855|0.0000|0.235914117418717|91.7559062314257|22.6782|0.0196|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpwq|pH|10|bottom|582021|23|2002|2024|2024-02-02T10:15:00Z|8|TRUE|TRUE|0.0173|0.7052|0.000589139673898842|8.00563783727682|20.3715|0.0405|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpwq|Salinity|12|bottom|597141|23|2002|2024|2024-02-02T10:15:00Z|22.4|TRUE|TRUE|-0.0084|0.8307|-0.0126128790033858|22.0782821198796|11.7363|0.3838|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpwq|Turbidity|13|bottom|594195|23|2002|2024|2024-02-02T10:15:00Z|8|TRUE|TRUE|-0.0252|0.6140|-0.0282315674638382|13.1169296728046|18.9223|0.0625|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpwq|Water Temperature|9|bottom|636134|23|2002|2024|2024-02-02T10:15:00Z|23.5|TRUE|TRUE|0.1452|0.0010|0.0318103827848393|23.0573591063303|5.1806|0.9221|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Dissolved Oxygen|10|bottom|588608|23|2002|2024|2024-02-12T03:15:00Z|7.3|TRUE|TRUE|-0.127|0.0060|-0.0141251366190301|7.46968953100481|10.7741|0.4624|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Dissolved Oxygen Saturation|14|bottom|592057|23|2002|2024|2024-02-12T03:15:00Z|94.8|TRUE|TRUE|-0.0822|0.0788|-0.126584372155598|96.8205661392743|12.6318|0.3181|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|pH|12|bottom|569023|23|2002|2024|2024-02-12T03:15:00Z|8|TRUE|TRUE|-0.1126|0.0131|-0.00382222649885386|8.04122202882595|10.7993|0.4602|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Salinity|11|bottom|586052|23|2002|2024|2024-02-12T03:15:00Z|22.1|TRUE|TRUE|-0.0331|0.4487|-0.0367757452337891|22.3597028424908|8.3821|0.6787|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Turbidity|10|bottom|575230|23|2002|2024|2024-02-12T03:15:00Z|10|TRUE|TRUE|0.002|0.9655|0.00364761345189333|16.2144208727709|11.5743|0.3965|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbwq|Water Temperature|10|bottom|611217|23|2002|2024|2024-02-12T03:15:00Z|23.2|TRUE|TRUE|0.1307|0.0037|0.0275117734814464|22.8853507864607|7.7075|0.7392|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Dissolved Oxygen|14|bottom|630825|30|1995|2024|2024-02-12T03:00:00Z|6.9|TRUE|TRUE|-0.2896|0.0000|-0.0642628540273539|7.63888288793491|8.3136|0.685|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Dissolved Oxygen Saturation|15|bottom|626646|30|1995|2024|2024-02-12T03:00:00Z|85|TRUE|TRUE|-0.2623|0.0000|-0.691894167758772|91.6725942576644|4.0833|0.9674|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|pH|9|bottom|683408|30|1995|2024|2024-02-12T03:00:00Z|7.6|TRUE|TRUE|-0.1091|0.0049|-0.00642436739330351|7.6533632278558|5.9238|0.8784|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Salinity|9|bottom|712575|30|1995|2024|2024-02-12T03:00:00Z|9.9|TRUE|TRUE|0.0367|0.3779|0.0210472187201114|9.50346655036844|11.6363|0.3916|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Turbidity|11|bottom|601147|26|1997|2024|2024-02-12T03:00:00Z|13|TRUE|TRUE|-0.2146|0.0000|-0.239084286040317|19.7369776749621|13.1971|0.2806|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebwq|Water Temperature|12|bottom|727646|30|1995|2024|2024-02-12T03:00:00Z|24.1|TRUE|TRUE|0.1304|0.0009|0.0224277553763441|23.0032189761141|4.7759|0.9415|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Dissolved Oxygen|11|bottom|681262|30|1995|2024|2024-02-02T09:30:00Z|6.8|TRUE|TRUE|-0.1868|0.0000|-0.035702024324586|7.29766904470429|7.9134|0.721|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Dissolved Oxygen Saturation|11|bottom|682431|30|1995|2024|2024-02-02T09:30:00Z|83.9|TRUE|TRUE|-0.1475|0.0001|-0.35705213190531|86.1174742318178|9.1684|0.6063|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|pH|14|bottom|688178|30|1995|2024|2024-02-02T09:30:00Z|7.5|TRUE|TRUE|-0.1357|0.0004|-0.00858347228660104|7.61096684152931|2.5438|0.9955|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Salinity|14|bottom|725430|30|1995|2024|2024-02-02T09:30:00Z|7.5|TRUE|TRUE|0.053|0.1880|0.0322192143983535|7.1766489938604|10.54|0.4826|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Turbidity|9|bottom|669279|29|1996|2024|2024-02-02T09:30:00Z|9|TRUE|TRUE|-0.1736|0.0000|-0.126730037227387|11.5763587148361|11.4231|0.4085|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaeswq|Water Temperature|13|bottom|734660|30|1995|2024|2024-02-02T09:30:00Z|24.1|TRUE|TRUE|0.1731|0.0000|0.0368642589443265|22.716640648704|5.3278|0.9143|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Dissolved Oxygen|12|bottom|228250|8|2017|2024|2024-02-02T08:15:00Z|6.4|TRUE|TRUE|-0.1783|0.0498|-0.0641371714456392|6.60881463100875|9.8334|0.5454|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Dissolved Oxygen Saturation|9|bottom|228186|8|2017|2024|2024-02-02T08:15:00Z|75|TRUE|TRUE|-0.1993|0.0270|-0.909755537760087|75.3714532496039|9.9699|0.5331|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|pH|11|bottom|230318|8|2017|2024|2024-02-02T08:15:00Z|7.1|TRUE|TRUE|-0.0886|0.3371|-0.0126471320111674|7.13407544048136|12.5424|0.3243|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Salinity|10|bottom|240151|8|2017|2024|2024-02-02T08:15:00Z|0.1|TRUE|TRUE|0.1805|0.0494|0.0115487391193036|0.0990676703022461|8.7159|0.6481|2|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Turbidity|12|bottom|214143|8|2017|2024|2024-02-02T08:15:00Z|12|TRUE|TRUE|0.3275|0.0004|1.79614415322581|8.06774747803832|8.1173|0.7028|2|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apalmwq|Water Temperature|11|bottom|240151|8|2017|2024|2024-02-02T08:15:00Z|22.5|TRUE|TRUE|-0.0709|0.3807|-0.0447855062724013|23.7763131734073|13.5468|0.2591|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Dissolved Oxygen|13|bottom|232084|8|2017|2024|2024-02-02T11:15:00Z|6.9|TRUE|TRUE|0.1584|0.0727|0.0659594871560119|6.51577831447914|16.466|0.1247|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Dissolved Oxygen Saturation|10|bottom|235540|8|2017|2024|2024-02-02T11:15:00Z|94.4|TRUE|TRUE|0.1783|0.0408|0.569920704728045|90.9594236344037|14.6208|0.2005|1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|pH|15|bottom|231974|8|2017|2024|2024-02-02T11:15:00Z|8.1|TRUE|TRUE|-0.1417|0.1441|-0.0081153760653326|8.13364853475985|11.865|0.3739|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Salinity|15|bottom|234391|8|2017|2024|2024-02-02T11:15:00Z|26.6|TRUE|TRUE|-0.0255|0.8347|-0.0186066031131087|26.8174269795843|5.677|0.894|0|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Turbidity|14|bottom|223412|8|2017|2024|2024-02-02T11:15:00Z|7|TRUE|TRUE|-0.2155|0.0158|-0.483769279573178|11.669608180065|5.3517|0.9129|-1|1
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcwq|Water Temperature|14|bottom|237844|8|2017|2024|2024-02-02T11:15:00Z|23|TRUE|TRUE|-0.1019|0.2598|-0.063150598383421|23.9346925728989|14.298|0.2169|0|1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Dissolved Oxygen|1|surface|27378|4|2014|2017|2017-04-26T12:00:00Z|6.51|FALSE|||NA||||||1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|Dissolved Oxygen Saturation|1|surface|25864|4|2014|2017|2017-04-26T08:00:00Z|91.03014461|FALSE|||NA||||||1
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|CMMerritt|pH|1|surface|27417|4|2014|2017|2017-04-26T08:00:00Z|8.22|FALSE|||NA||||||1
