"","Region","MonitoringID","AreaID","ManagedAreaName","ProgramID","ProgramName","ProgramLocationID","ParameterName","Units","RelativeDepth","N_Data","N_Years","EarliestYear","LatestYear","SufficientData","Season","Median","Independent","tau","z","p_z","chi_sq","p_chi_sq","SennSlope","SennIntercept","Trend"
"42","NE",19,19,"Guana River Marsh Aquatic Preserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"11",6.46875,TRUE,-0.0028,-0.1037,0.9174,NA,NA,-0.000533536585365979,6.47408536585366,-1
"43","NE",19,19,"Guana River Marsh Aquatic Preserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"12",7.19791666666667,TRUE,-0.1127,-4.0802,0,NA,NA,-0.0202724358974359,7.40064102564103,-1
"44","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"All",6.3,TRUE,0.0376,4.8802,0,70.2609,0,0.0043154761904762,6.32293855042017,1
"45","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"1",7.95416666666667,TRUE,-0.0166,-0.6007,0.548,NA,NA,-0.00252976190476189,7.97946428571429,-1
"46","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"2",7.8359375,TRUE,0.0189,0.6697,0.503,NA,NA,0.00245098039215688,7.80652573529412,1
"47","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"3",7.19375,TRUE,0.1053,3.9302,0.0001,NA,NA,0.0151620370370371,7.02696759259259,1
"48","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"4",6.50416666666667,TRUE,-0.0033,-0.117,0.9069,NA,NA,-0.000372023809523788,6.5078869047619,-1
"49","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"5",5.978125,TRUE,0.0624,2.2949,0.0217,NA,NA,0.00624999999999999,5.915625,1
"50","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"6",5.70364583333333,TRUE,0.1478,5.4016,0,NA,NA,0.0138888888888889,5.56475694444444,1
"51","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"7",5.60208333333333,TRUE,0.0012,0.0427,0.966,NA,NA,0.000115740740740734,5.60092592592593,1
"52","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"8",5.52916666666667,TRUE,0.131,4.9611,0,NA,NA,0.0119485294117647,5.40968137254902,1
"53","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"9",5.54583333333333,TRUE,0.0928,3.3826,0.0007,NA,NA,0.00954861111111116,5.44079861111111,1
"54","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"10",6.10364583333333,TRUE,-0.03,-1.1285,0.2591,NA,NA,-0.0034344362745098,6.13799019607843,-1
"55","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"11",6.95520833333333,TRUE,-0.0149,-0.5408,0.5886,NA,NA,-0.00182291666666667,6.9734375,-1
"56","NE",20,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmfmwq","Dissolved Oxygen","mg/L","bottom",7174,22,2001,2022,TRUE,"12",7.52916666666667,TRUE,-0.0553,-2.0068,0.0448,NA,NA,-0.00672348484848487,7.59640151515152,-1
"57","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"All",5.35104166666667,TRUE,0.0303,3.701,0.0002,145.7664,0,0.00651041666666674,5.14822048611111,1
"58","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"1",7.64739583333333,TRUE,-0.0583,-2.1455,0.0319,NA,NA,-0.0178949420677362,7.84424019607843,-1
"59","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"2",7.10677083333333,TRUE,-0.0303,-1.0417,0.2976,NA,NA,-0.00743985615079355,7.19604910714286,-1
"60","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"3",6.33854166666667,TRUE,0.0831,3.086,0.002,NA,NA,0.020714188453159,6.11068559368192,1
"61","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"4",5.52708333333333,TRUE,0.0886,3.2048,0.0014,NA,NA,0.0201388888888888,5.30555555555556,1
"62","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"5",4.9453125,TRUE,0.1982,7.1957,0,NA,NA,0.0365277777777778,4.54350694444444,1
"63","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"6",4.40677083333333,TRUE,0.1613,5.7373,0,NA,NA,0.0272058823529411,4.10750612745098,1
"64","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"7",4.15595238095238,TRUE,0.0873,3.1342,0.0017,NA,NA,0.0161104826546003,3.99484755440638,1
"65","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"8",4.2421875,TRUE,0.0424,1.5171,0.1292,NA,NA,0.00738636363636362,4.16832386363636,1
"66","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"9",4.35833333333333,TRUE,0.0167,0.6007,0.5481,NA,NA,0.00342261904761908,4.32410714285714,1
"67","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"10",4.95833333333333,TRUE,-0.0141,-0.5228,0.6011,NA,NA,-0.00325520833333337,4.99088541666667,-1
"68","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"11",6.21875,TRUE,-0.0426,-1.5374,0.1242,NA,NA,-0.009375,6.3125,-1
"69","NE",21,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpcwq","Dissolved Oxygen","mg/L","bottom",7006,21,2002,2022,TRUE,"12",6.99427083333333,TRUE,-0.1609,-5.9318,0,NA,NA,-0.0447916666666666,7.4421875,-1
"70","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"All",5.88854166666667,TRUE,-0.0312,-3.927,0.0001,40.1482,0,-0.00515350877192986,5.74882311698718,-1
"71","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"1",7.95625,TRUE,-0.0699,-2.6582,0.0079,NA,NA,-0.0145833333333334,8.10208333333333,-1
"72","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"2",7.73229166666667,TRUE,-0.0975,-3.4924,0.0005,NA,NA,-0.0171875,7.92135416666667,-1
"73","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"3",6.95,TRUE,0.0357,1.324,0.1855,NA,NA,0.00583333333333336,6.89166666666667,1
"74","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"4",6.18125,TRUE,0.0214,0.7699,0.4414,NA,NA,0.00264423076923076,6.15480769230769,1
"75","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"5",5.396875,TRUE,0.0342,1.1958,0.2318,NA,NA,0.00450303819444433,5.34283854166667,1
"76","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"6",4.79166666666667,TRUE,-0.0933,-3.273,0.0011,NA,NA,-0.0113636363636364,4.91666666666667,-1
"77","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"7",4.6,TRUE,-0.0111,-0.3801,0.7039,NA,NA,-0.00162037037037038,4.61782407407407,-1
"78","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"8",4.32604166666667,TRUE,-0.0507,-1.8245,0.0681,NA,NA,-0.00848214285714288,4.4108630952381,-1
"79","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"9",4.49583333333333,TRUE,0.0059,0.2084,0.8349,NA,NA,0.0010416666666667,4.48645833333333,1
"80","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"10",5.12239583333333,TRUE,-0.0301,-1.1346,0.2566,NA,NA,-0.00584935897435898,5.18088942307692,-1
"81","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"11",6.46875,TRUE,-0.0028,-0.1037,0.9174,NA,NA,-0.000533536585365979,6.47408536585366,-1
"82","NE",22,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmpiwq","Dissolved Oxygen","mg/L","bottom",6980,22,2001,2022,TRUE,"12",7.19791666666667,TRUE,-0.1127,-4.0802,0,NA,NA,-0.0202724358974359,7.40064102564103,-1
"83","NE",23,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmsswq","Dissolved Oxygen","mg/L","bottom",6801,21,2002,2022,TRUE,"All",6.06666666666667,TRUE,0.0743,9.3475,0,127.4724,0,0.00959821428571431,5.82801339285714,1
"84","NE",23,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmsswq","Dissolved Oxygen","mg/L","bottom",6801,21,2002,2022,TRUE,"1",7.82916666666667,TRUE,-0.0455,-1.6172,0.1058,NA,NA,-0.00698529411764708,7.90600490196078,-1
"85","NE",23,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmsswq","Dissolved Oxygen","mg/L","bottom",6801,21,2002,2022,TRUE,"2",7.66354166666667,TRUE,0.0453,1.5555,0.1198,NA,NA,0.00632440476190478,7.60029761904762,1
"86","NE",23,20,"Guana Tolomato Matanzas National Estuarine Research Reserve",4054,"Guana Tolomato Matanzas National Estuarine Research Reserve System-Wide Monitoring Program","gtmsswq","Dissolved Oxygen","mg/L","bottom",6801,21,2002,2022,TRUE,"3",7.04583333333333,TRUE,0.206,7.6707,0,NA,NA,0.0306891025641025,6.73894230769231,1
