ProgramID|ProgramName|LocationID|ProgramLocationID|QuadIdentifier|ReefIdentifier|LiveDate|LiveDate_Qualifier|SampleDate|Year|Month|ManagedAreaName|Region.x|SurveyMethod|HabitatClassification|QuadSize_m2|MADup|Density_m2|Number_of_Oysters_Counted_Total_Count|Number_of_Oysters_Counted_Live_Count|Number_of_Oysters_Counted_Dead_Count|UniversalReefID|Region.y|MA_plotlab|Subtidal|RelYear|YearDiff|DensIndex|NTotIndex|NLiveIndex|NDeadIndex|Treatment
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||1||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|6106||15813||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939536|FLAN60-B1109-T2950007-02Q|939536_939536_2011_11_FLAN60-B1109-T2950007-02Q|OYS-PIA2-FL-7|2011|Exact|2011-11-09T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|41||12||939536||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|3229||6258||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939536|FLAN60-B1109-T2950007-02Q|939536_939536_2011_11_FLAN60-B1109-T2950007-02Q|OYS-PIA2-FL-7|2011|Exact|2011-11-09T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|12||12||939536||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|6952||6258||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935488|325|197995_935488_2016_11_325|d|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197995||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|14003|17098|8602|116817|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935532|521|197707_935532_2016_11_521|414|2016|Exact|2016-11-14T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197707||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|90944|45065|8604|65044|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939579|FLAO60-B1107-T2950006-04Q|171451_939579_2011_11_FLAO60-B1107-T2950006-04Q|OYS-PIA2-FL-6|2011|Exact|2011-11-07T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||0||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|76459||10416||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|864400|257|864400_864400_2016_11_257|675|2016|Exact|2016-11-14T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|590|72|59|13|864400||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|20499|56509|43954|79052|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|864427|319|197518_864427_2016_11_319|256|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|10|6|1|5|197518||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|56511|20500|76647|44221|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939546|FLAN60-D0827-T1550007-04Q|939546_939546_2013_8_FLAN60-D0827-T1550007-04Q|OYS-PIA2-FL-7|2013|Exact|2013-08-27T00:00:00Z|2013|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||0||939546||Apalachicola Bay Aquatic Preserve_Natural|TRUE|45|1968|85012||13165||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|864419|299|198002_864419_2016_11_299|c|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|100|20|10|10|198002||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|68570|68182|103796|101067|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939536|FLAN60-B1109-T2950007-02Q|939536_939536_2011_11_FLAN60-B1109-T2950007-02Q|OYS-PIA2-FL-7|2011|Exact|2011-11-09T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|12||25||939536||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|6952||15000||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|1||1||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|15767||15813||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|147||1||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|15768||15813||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935500|342|197314_935500_2016_11_342|104|2016|Exact|2016-11-16T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197314||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|61289|116822|15900|68853|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935480|309|197532_935480_2016_11_309|268|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197532||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|16184|21524|20505|21523|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935473|283|197552_935473_2016_11_283|285|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197552||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|90238|18170|116831|90237|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939590|FLAO60-E0805-T3410006-03Q|171451_939590_2014_8_FLAO60-E0805-T3410006-03Q|Not Defined|2014|Exact|2014-08-05T00:00:00Z|2014|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|29||0||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|46|1968|49235||22220||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935490|332|197518_935490_2016_11_332|256|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197518||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|90239|23778|24284|81423|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939590|FLAO60-E0805-T3410006-03Q|171451_939590_2014_8_FLAO60-E0805-T3410006-03Q|Not Defined|2014|Exact|2014-08-05T00:00:00Z|2014|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|29||29||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|46|1968|49235||24509||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939597|FLAO61-B1108-T2950008-02Q|171454_939597_2011_11_FLAO61-B1108-T2950008-02Q|OYS-PIA2-FL-8|2011|Exact|2011-11-08T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|34||18||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|78535||24510||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935489|326|197878_935489_2016_11_326|581|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197878||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|101705|134076|24812|72581|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935527|427|197613_935527_2016_11_427|784|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197613||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|25217|90240|45085|48833|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935469|272|197691_935469_2016_11_272|b|2016|Exact|2016-11-14T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197691||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|61687|26011|76644|61688|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|864426|318|197518_864426_2016_11_318|256|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|10|8|1|7|197518||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|68186|26018|101071|28850|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939597|FLAO61-B1108-T2950008-02Q|171454_939597_2011_11_FLAO61-B1108-T2950008-02Q|OYS-PIA2-FL-8|2011|Exact|2011-11-08T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|34||34||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|78535||26490||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939531|FLAN60-A1006-TJ906Q|939531_939531_2010_10_FLAN60-A1006-TJ906Q|GCID 7|2010|Exact|2010-10-06T00:00:00Z|2010|10|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.25|1|68||25||939531||Apalachicola Bay Aquatic Preserve_Natural|TRUE|42|1968|27268||114076||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935548|931|197887_935548_2016_11_931|590|2016|Exact|2016-11-16T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197887||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|260589|27384|28840|51926|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939588|FLAO60-E0805-T3410006-01Q|171451_939588_2014_8_FLAO60-E0805-T3410006-01Q|Not Defined|2014|Exact|2014-08-05T00:00:00Z|2014|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||0||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|46|1968|114077||28615||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939542|FLAN60-C0814-T2950007-04Q|939542_939542_2012_8_FLAN60-C0814-T2950007-04Q|OYS-PIA2-FL-7|2012|Exact|2012-08-14T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||0||939542||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|29523||29903||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|864408|275|197671_864408_2016_11_275|385|2016|Exact|2016-11-14T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|990|140|99|41|197671||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|30054|107677|273598|140418|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|147||147||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|15768||30770||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935468|271|935468_935468_2016_11_271|a|2016|Exact|2016-11-14T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|935468||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|60095|32254|140417|32253|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939572|FLAO60-A1006-TJ902Q|171451_939572_2010_10_FLAO60-A1006-TJ902Q|GCID 6|2010|Exact|2010-10-06T00:00:00Z|2010|10|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.25|1|0||0||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|42|1968|34814||47720||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|21||147||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|39015||30770||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|21||0||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|39015||39314||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939605|FLAO61-D0827-T1550008-02Q|171454_939605_2013_8_FLAO61-D0827-T1550008-02Q|OYS-PIA2-FL-8|2013|Exact|2013-08-27T00:00:00Z|2013|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||0||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|45|1968|40299||203697||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939599|FLAO61-B1108-T2950008-04Q|171454_939599_2011_11_FLAO61-B1108-T2950008-04Q|OYS-PIA2-FL-8|2011|Exact|2011-11-08T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|23||2||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|40402||40404||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939577|FLAO60-B1107-T2950006-02Q|171451_939577_2011_11_FLAO60-B1107-T2950006-02Q|OYS-PIA2-FL-6|2011|Exact|2011-11-07T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||41||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|66049||40420||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939599|FLAO61-B1108-T2950008-04Q|171454_939599_2011_11_FLAO61-B1108-T2950008-04Q|OYS-PIA2-FL-8|2011|Exact|2011-11-08T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|23||20||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|40402||40435||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935501|344|197314_935501_2016_11_344|104|2016|Exact|2016-11-16T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|10|24|1|23|197314||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|186737|260595|40783|40838|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935484|317|197518_935484_2016_11_317|256|2016|Exact|2016-11-15T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|3|0|3|197518||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|220196|40816|74017|188553|
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935491|333|197892_935491_2016_11_333|595|2016|Exact|2016-11-16T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197892||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|61909|174781|40837|204798|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939601|FLAO61-C0813-T2950008-02Q|171454_939601_2012_8_FLAO61-C0813-T2950008-02Q|OYS-PIA2-FL-8|2012|Exact|2012-08-13T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|21||21||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|39015||44788||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939544|FLAN60-D0827-T1550007-02Q|939544_939544_2013_8_FLAN60-D0827-T1550007-02Q|OYS-PIA2-FL-7|2013|Exact|2013-08-27T00:00:00Z|2013|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|2||11||939544||Apalachicola Bay Aquatic Preserve_Natural|TRUE|45|1968|50558||58207||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939573|FLAO60-A1006-TJ903Q|171451_939573_2010_10_FLAO60-A1006-TJ903Q|GCID 6|2010|Exact|2010-10-06T00:00:00Z|2010|10|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||84||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|42|1968|45270||58209||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939536|FLAN60-B1109-T2950007-02Q|939536_939536_2011_11_FLAN60-B1109-T2950007-02Q|OYS-PIA2-FL-7|2011|Exact|2011-11-09T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||25||939536||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|48798||15000||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939598|FLAO61-B1108-T2950008-03Q|171454_939598_2011_11_FLAO61-B1108-T2950008-03Q|OYS-PIA2-FL-8|2011|Exact|2011-11-08T00:00:00Z|2011|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||1||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|43|1968|95647||50563||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939609|FLAO61-E0805-T3410008-02Q|171454_939609_2014_8_FLAO61-E0805-T3410008-02Q|Not Defined|2014|Exact|2014-08-05T00:00:00Z|2014|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|23||0||171454||Apalachicola Bay Aquatic Preserve_Natural|TRUE|46|1968|191593||249880||
5063|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|935462|265|197642_935462_2016_11_265|358|2016|Exact|2016-11-14T00:00:00Z|2016|11|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|0.1|1|0|0|0|0|197642||Apalachicola Bay Aquatic Preserve_Natural|FALSE|48|1968|260586|114872|98907|51925|
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939588|FLAO60-E0805-T3410006-01Q|171451_939588_2014_8_FLAO60-E0805-T3410006-01Q|Not Defined|2014|Exact|2014-08-05T00:00:00Z|2014|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||38||171451||Apalachicola Bay Aquatic Preserve_Natural|TRUE|46|1968|114077||52712||
5073|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|939542|FLAN60-C0814-T2950007-04Q|939542_939542_2012_8_FLAN60-C0814-T2950007-04Q|OYS-PIA2-FL-7|2012|Exact|2012-08-14T00:00:00Z|2012|8|Apalachicola Bay Aquatic Preserve|NW|Random Quadrat|Natural|1|1|0||34||939542||Apalachicola Bay Aquatic Preserve_Natural|TRUE|44|1968|29523||53634||
